Frequency (Hz),Level (dBm)
94.32,-88.94
94.36,-87.79
94.40,-87.81
94.44,-85.55
94.48,-87.38
94.52,-88.44
94.56,-86.54
94.60,-85.86
94.64,-87.21
94.68,-87.28
94.72,-87.91
94.76,-88.28
94.80,-92.13
94.84,-78.04
94.88,-71.84
94.92,-70.85
94.96,-71.08
95.00,-83.45
95.04,-87.91
95.08,-88.18
95.12,-87.48
95.16,-87.08
95.20,-88.57
95.24,-85.26
95.28,-86.79
95.32,-88.17
95.36,-90.93
95.40,-89.05
95.44,-88.47
95.48,-88.06
95.52,-89.38
95.56,-86.98
95.60,-86.33
95.64,-86.27
95.68,-88.98
95.72,-90.95
95.76,-86.41
95.80,-88.27
95.84,-88.24
95.88,-84.73
95.92,-85.37
95.96,-85.51
96.00,-82.67
96.04,-83.82
96.08,-88.13
96.12,-90.61
96.16,-91.55
96.20,-89.95
96.24,-89.79
96.28,-87.38
96.32,-87.29
96.36,-87.28
96.40,-87.68
96.44,-87.62
96.48,-88.75
96.52,-90.46
96.56,-86.43
96.60,-86.46
96.64,-90.00
96.68,-88.28
96.72,-87.42
96.76,-89.50
96.80,-91.84
96.84,-89.52
96.88,-89.98
96.92,-83.92
96.96,-83.87
97.00,-91.00
97.04,-89.00
97.08,-92.80
97.12,-91.64
97.16,-90.23
97.20,-89.14
97.24,-84.79
97.28,-84.37
97.32,-84.21
97.36,-87.28
97.40,-90.50
97.44,-89.16
97.48,-90.50
97.52,-90.46
97.56,-91.27
97.60,-91.28
97.64,-89.54
97.68,-91.45
97.72,-89.89
97.76,-91.06
97.80,-89.58
97.84,-89.78
97.88,-89.94
97.92,-89.16
97.96,-89.28
98.00,-91.62
98.04,-92.35
98.08,-87.91
98.12,-87.47
98.16,-91.30
98.20,-92.07
98.24,-92.15
98.28,-88.92
98.32,-87.63
98.36,-91.43
98.40,-91.07
98.44,-90.38
98.48,-90.98
98.52,-91.79
98.56,-93.03
98.60,-91.14
98.64,-91.44
98.68,-92.43
98.72,-93.27
98.76,-90.36
98.80,-91.05
98.84,-93.53
98.88,-91.32
98.92,-91.28
98.96,-92.34
99.00,-90.66
99.04,-90.43
99.08,-87.14
99.12,-87.19
99.16,-86.74
99.20,-95.20
99.24,-87.88
99.28,-87.50
99.32,-92.47
99.36,-92.46
99.40,-91.30
99.44,-89.01
99.48,-88.85
99.52,-93.53
99.56,-92.85
99.60,-90.22
99.64,-91.34
99.68,-93.94
99.72,-89.99
99.76,-90.49
99.80,-89.94
99.84,-90.65
99.88,-81.76
99.92,-82.78
99.96,-85.12
100.00,-90.39
100.04,-90.76
100.08,-91.55
100.12,-92.87
100.16,-92.59
100.20,-93.04
100.24,-94.10
100.28,-93.81
100.32,-93.40
100.36,-93.39
100.40,-93.61
100.44,-90.79
100.48,-90.58
100.52,-92.13
100.56,-91.22
100.60,-92.63
100.64,-90.68
100.68,-90.10
100.72,-89.54
100.76,-91.98
100.80,-91.77
100.84,-90.66
100.88,-91.56
100.92,-91.79
100.96,-93.77
101.00,-89.80
101.04,-90.82
101.08,-92.45
101.12,-92.64
101.16,-93.36
101.20,-93.66
101.24,-92.05
101.28,-91.53
101.32,-93.32
101.36,-88.25
101.40,-88.44
101.44,-91.11
101.48,-90.97
101.52,-91.64
101.56,-92.37
101.60,-92.96
101.64,-91.47
101.68,-91.53
101.72,-93.04
101.76,-95.21
101.80,-92.96
101.84,-93.52
101.88,-91.97
101.92,-91.96
101.96,-92.39
102.00,-93.53
102.04,-89.81
102.08,-85.34
102.12,-86.74
102.16,-88.40
102.20,-88.88
102.24,-91.57
102.28,-91.41
102.32,-93.72
102.36,-93.05
102.40,-93.76
102.44,-91.80
102.48,-92.41
102.52,-91.57
102.56,-88.60
102.60,-87.91
102.64,-88.46
102.68,-89.74
102.72,-91.12
102.76,-91.63
102.80,-91.79
102.84,-93.04
102.88,-91.80
102.92,-91.52
102.96,-89.93
103.00,-90.50
103.04,-87.34
103.08,-86.71
103.12,-90.18
103.16,-91.02
103.20,-93.87
103.24,-92.68
103.28,-92.97
103.32,-91.22
103.36,-89.90
103.40,-89.81
103.44,-93.50
103.48,-90.54
103.52,-93.02
103.56,-90.66
103.60,-92.64
103.64,-91.93
103.68,-92.09
103.72,-89.60
103.76,-88.83
103.80,-91.83
103.84,-91.94
103.88,-92.99
103.92,-93.41
103.96,-92.42
104.00,-89.55
104.04,-87.64
104.08,-89.14
104.12,-90.17
104.16,-89.44
104.20,-89.55
104.24,-89.87
104.28,-92.20
104.32,-91.60
104.36,-92.56
104.40,-86.30
104.44,-85.72
104.48,-83.86
104.52,-82.68
104.56,-82.97
104.60,-89.40
104.64,-88.84
104.68,-89.72
104.72,-87.94
104.76,-88.66
104.80,-89.35
104.84,-88.92
104.88,-90.46
104.92,-90.66
104.96,-90.20
105.00,-90.21
105.04,-88.77
105.08,-89.13
105.12,-91.03
105.16,-90.51
105.20,-86.41
105.20,-86.45
105.21,-86.45
105.22,-86.85
105.23,-88.39
105.24,-90.62
105.25,-90.64
105.26,-91.35
105.27,-89.33
105.28,-87.85
105.29,-87.63
105.30,-87.74
105.31,-88.59
105.33,-89.45
105.34,-91.31
105.35,-91.12
105.36,-91.03
105.37,-91.62
105.38,-92.21
105.39,-89.63
105.40,-88.97
105.41,-89.05
105.42,-90.33
105.43,-90.24
105.44,-90.06
105.45,-88.78
105.46,-88.61
105.47,-88.77
105.48,-89.73
105.49,-89.65
105.50,-90.04
105.51,-91.38
105.52,-91.49
105.53,-91.32
105.54,-89.86
105.55,-89.20
105.57,-89.27
105.58,-89.95
105.59,-90.05
105.60,-90.47
105.61,-89.68
105.62,-88.09
105.63,-88.18
105.64,-88.53
105.65,-88.31
105.66,-89.36
105.67,-88.76
105.68,-87.39
105.69,-87.12
105.70,-86.41
105.71,-85.05
105.72,-85.00
105.73,-85.58
105.74,-87.27
105.75,-86.66
105.76,-86.51
105.77,-87.52
105.78,-88.68
105.79,-88.72
105.81,-88.99
105.82,-88.12
105.83,-87.64
105.84,-87.63
105.85,-88.44
105.86,-86.97
105.87,-85.39
105.88,-83.62
105.89,-83.40
105.90,-83.71
105.91,-85.46
105.92,-89.36
105.93,-91.45
105.94,-89.13
105.95,-88.29
105.96,-86.87
105.97,-85.65
105.98,-85.41
105.99,-85.66
106.00,-87.43
106.01,-87.01
106.02,-86.75
106.03,-86.85
106.05,-86.28
106.06,-86.30
106.07,-87.30
106.08,-90.21
106.09,-90.78
106.10,-91.44
106.11,-91.08
106.12,-91.03
106.13,-90.66
106.14,-89.22
106.15,-88.68
106.16,-88.43
106.17,-88.48
106.18,-88.73
106.19,-89.11
106.20,-89.78
106.21,-90.28
106.22,-88.58
106.23,-87.65
106.24,-87.40
106.25,-87.61
106.26,-88.89
106.27,-89.45
106.29,-89.72
106.30,-90.08
106.31,-91.46
106.32,-90.22
106.33,-90.23
106.34,-89.04
106.35,-87.39
106.36,-87.18
106.37,-87.66
106.38,-89.51
106.39,-90.31
106.40,-89.69
106.41,-88.92
106.42,-88.91
106.43,-87.67
106.44,-87.92
106.45,-87.32
106.46,-86.98
106.47,-87.65
106.48,-89.92
106.49,-90.40
106.50,-90.17
106.51,-90.33
106.53,-89.40
106.54,-89.30
106.55,-89.61
106.56,-88.23
106.57,-88.08
106.58,-88.91
106.59,-88.88
106.60,-89.61
106.61,-90.06
106.62,-89.18
106.63,-88.07
106.64,-88.13
106.65,-89.21
106.66,-89.69
106.67,-91.03
106.68,-88.67
106.69,-88.18
106.70,-88.84
106.71,-88.09
106.72,-88.06
106.73,-88.41
106.74,-87.74
106.75,-87.70
106.77,-87.84
106.78,-88.36
106.79,-89.02
106.80,-87.66
106.81,-86.23
106.82,-86.07
106.83,-86.79
106.84,-87.19
106.85,-88.24
106.86,-88.47
106.87,-88.47
106.88,-89.24
106.89,-90.39
106.90,-90.10
106.91,-90.11
106.92,-89.53
106.93,-89.07
106.94,-88.87
