Frequency (Hz),Level (dBm)
75.71,-78.14
75.82,-78.02
75.93,-79.48
76.03,-80.24
76.14,-80.00
76.25,-79.91
76.36,-81.86
76.47,-81.16
76.58,-78.49
76.69,-78.20
76.79,-77.82
76.90,-78.77
77.01,-77.40
77.12,-79.42
77.23,-78.39
77.34,-78.35
77.44,-80.49
77.55,-79.50
77.66,-81.26
77.77,-82.72
77.88,-81.70
77.99,-82.06
78.10,-83.63
78.20,-82.84
78.31,-78.53
78.42,-80.08
78.53,-81.42
78.64,-80.41
78.75,-84.24
78.86,-85.63
78.96,-84.48
79.07,-84.91
79.18,-86.10
79.29,-84.51
79.40,-84.87
79.51,-84.58
79.61,-86.66
79.72,-83.33
79.83,-81.62
79.94,-84.03
80.05,-84.41
80.16,-86.40
80.27,-85.05
80.37,-84.85
80.48,-86.39
80.59,-85.00
80.70,-86.79
80.81,-84.96
80.92,-85.51
81.02,-85.10
81.13,-84.41
81.24,-85.29
81.35,-82.28
81.46,-84.41
81.57,-85.61
81.68,-85.51
81.78,-84.63
81.89,-83.06
82.00,-85.63
82.11,-84.83
82.22,-84.61
82.33,-84.32
82.44,-85.54
82.54,-86.12
82.65,-85.16
82.76,-83.10
82.87,-82.76
82.98,-82.62
83.09,-85.56
83.19,-85.79
83.30,-85.96
83.41,-84.24
83.52,-84.80
83.63,-83.78
83.74,-85.10
83.85,-84.91
83.95,-81.52
84.06,-81.63
84.17,-83.97
84.28,-81.87
84.39,-85.23
84.50,-83.27
84.60,-86.29
84.71,-84.79
84.82,-85.26
84.93,-87.00
85.04,-86.74
85.15,-82.80
85.26,-85.28
85.36,-82.31
85.47,-82.62
85.58,-77.35
85.69,-76.25
85.80,-85.04
85.91,-84.70
86.01,-82.72
86.12,-83.08
86.23,-84.64
86.34,-84.51
86.45,-82.53
86.56,-83.96
86.67,-83.61
86.77,-82.71
86.88,-83.91
86.99,-82.72
87.10,-80.32
87.21,-80.60
87.32,-82.47
87.42,-84.08
87.53,-79.34
87.64,-82.10
87.75,-82.34
87.86,-82.46
87.97,-81.54
88.08,-79.92
88.18,-80.66
88.29,-81.04
88.40,-79.26
88.51,-79.31
88.62,-81.47
88.73,-81.19
88.84,-80.41
88.94,-81.51
89.05,-80.31
89.16,-82.40
89.27,-83.36
89.38,-83.38
89.49,-81.56
89.59,-82.37
89.70,-83.59
89.81,-82.26
89.92,-83.51
90.03,-84.27
90.14,-85.78
90.25,-83.49
90.35,-85.23
90.46,-84.59
90.57,-82.61
90.68,-83.96
90.79,-84.05
90.90,-86.58
91.00,-80.87
91.11,-80.19
91.22,-79.79
91.33,-79.05
91.44,-85.68
91.55,-82.50
91.66,-84.24
91.76,-82.47
91.87,-84.35
91.98,-83.75
92.09,-81.79
92.20,-80.13
92.31,-83.93
92.42,-82.35
92.52,-82.89
92.63,-81.90
92.74,-83.26
92.85,-84.13
92.96,-80.86
93.07,-81.78
93.17,-82.54
93.28,-83.34
93.39,-80.63
93.50,-82.61
93.61,-79.42
93.72,-81.56
93.83,-81.58
93.93,-81.34
94.04,-79.57
94.15,-78.70
94.26,-79.93
94.37,-83.58
94.48,-80.98
94.58,-81.47
94.69,-81.57
94.80,-79.92
94.91,-74.76
95.02,-78.16
95.13,-79.63
95.24,-80.59
95.34,-81.21
95.45,-82.13
95.56,-79.86
95.67,-82.46
95.78,-78.64
95.89,-77.28
95.99,-78.55
96.10,-82.29
96.21,-83.59
96.32,-83.35
96.43,-83.06
96.54,-82.72
96.65,-82.97
96.75,-82.23
96.86,-80.07
96.97,-80.56
97.08,-81.97
97.19,-83.03
97.30,-80.29
97.41,-82.47
97.51,-85.22
97.62,-85.06
97.73,-84.64
97.84,-84.54
97.95,-84.06
98.06,-83.45
98.16,-82.73
98.27,-83.69
98.38,-83.64
98.49,-85.14
98.60,-86.32
98.71,-85.94
98.82,-85.22
98.92,-85.49
99.03,-86.05
99.14,-82.44
99.25,-84.74
99.36,-86.58
99.47,-86.86
99.57,-84.78
99.68,-84.78
99.79,-83.34
99.90,-80.51
99.90,-83.03
99.92,-81.43
99.94,-82.71
99.97,-83.93
99.99,-85.12
100.01,-84.01
100.03,-87.08
100.05,-85.93
100.08,-86.71
100.10,-84.33
100.12,-86.54
100.14,-87.29
100.16,-87.28
100.19,-88.90
100.21,-87.11
100.23,-86.88
100.25,-86.91
100.27,-87.85
100.30,-86.20
100.32,-85.44
100.34,-86.46
100.36,-86.84
100.38,-85.99
100.41,-87.40
100.43,-86.86
100.45,-86.28
100.47,-86.61
100.49,-87.27
100.51,-88.87
100.54,-85.56
100.56,-86.83
100.58,-86.96
100.60,-87.71
100.62,-84.87
100.65,-85.07
100.67,-84.06
100.69,-84.51
100.71,-83.13
100.73,-83.58
100.76,-83.83
100.78,-86.58
100.80,-88.98
100.82,-85.12
100.84,-86.22
100.87,-85.69
100.89,-87.66
100.91,-87.75
100.93,-87.24
100.95,-86.98
100.98,-83.63
101.00,-86.79
101.02,-87.18
101.04,-87.10
101.06,-87.24
101.09,-85.51
101.11,-85.90
101.13,-84.69
101.15,-86.71
101.17,-85.70
101.20,-85.50
101.22,-86.69
101.24,-85.55
101.26,-85.13
101.28,-87.26
101.31,-86.14
101.33,-85.45
101.35,-85.03
101.37,-85.50
101.39,-85.34
101.42,-86.59
101.44,-85.61
101.46,-87.48
101.48,-86.79
101.50,-85.19
101.52,-85.08
101.55,-86.94
101.57,-86.03
101.59,-85.54
101.61,-85.18
101.63,-86.04
101.66,-87.15
101.68,-87.52
101.70,-87.90
101.72,-87.42
101.74,-86.86
101.77,-87.25
101.79,-85.67
101.81,-86.28
101.83,-87.62
101.85,-86.14
101.88,-88.42
101.90,-88.74
101.92,-86.72
101.94,-88.24
101.96,-86.11
101.99,-86.55
102.01,-84.57
102.03,-81.24
102.05,-84.20
102.07,-82.88
102.10,-80.68
102.12,-83.46
102.14,-83.28
102.16,-84.92
102.18,-85.01
102.21,-86.39
102.23,-86.89
102.25,-86.18
102.27,-87.46
102.29,-87.41
102.32,-86.54
102.34,-87.14
102.36,-88.45
102.38,-85.89
102.40,-88.56
102.42,-84.79
102.45,-90.20
102.47,-88.06
102.49,-86.94
102.51,-87.36
102.53,-88.37
102.56,-86.74
102.58,-84.49
102.60,-86.30
102.62,-85.16
102.64,-83.85
102.67,-86.69
102.69,-86.67
102.71,-85.71
102.73,-87.36
102.75,-87.39
102.78,-85.25
102.80,-86.60
102.82,-86.82
102.84,-87.84
102.86,-87.44
102.89,-85.26
102.91,-86.56
102.93,-85.60
102.95,-87.13
102.97,-87.37
103.00,-85.78
103.02,-85.63
103.04,-83.63
103.06,-82.80
103.08,-85.33
103.11,-84.14
103.13,-85.18
103.15,-88.35
103.17,-88.33
103.19,-85.97
103.22,-86.40
103.24,-85.03
103.26,-87.87
103.28,-84.83
103.30,-86.29
103.33,-84.84
103.35,-87.04
103.37,-85.20
103.39,-85.31
103.41,-85.65
103.44,-85.95
103.46,-84.20
103.48,-89.24
103.50,-86.92
103.52,-86.25
103.54,-88.25
103.57,-87.65
103.59,-86.54
103.61,-84.77
103.63,-83.82
103.65,-87.06
103.68,-86.21
103.70,-87.75
103.72,-87.34
103.74,-84.83
103.76,-85.38
103.79,-86.73
103.81,-86.50
103.83,-87.50
103.85,-84.89
103.87,-86.12
103.90,-87.02
103.92,-83.36
103.94,-87.77
103.96,-85.03
103.98,-86.57
104.01,-84.96
104.03,-84.24
104.05,-82.93
104.07,-83.55
104.09,-82.29
104.12,-83.66
104.14,-86.37
104.16,-83.93
104.18,-86.03
104.20,-86.54
104.23,-84.02
104.25,-83.34
104.27,-85.39
104.29,-84.58
104.31,-86.08
104.34,-86.17
104.36,-83.57
104.38,-81.45
104.40,-80.68
104.42,-79.51
104.44,-79.95
104.47,-79.18
104.49,-79.07
104.51,-80.24
104.53,-83.48
104.55,-78.98
104.58,-79.71
104.60,-83.97
104.62,-82.29
104.64,-82.33
104.66,-82.42
104.69,-83.77
104.71,-83.64
104.73,-83.09
104.75,-81.29
104.77,-84.77
104.80,-81.58
104.82,-84.60
104.84,-86.01
104.86,-82.98
104.88,-82.43
104.91,-83.63
104.93,-82.06
104.95,-83.55
104.97,-83.89
104.99,-83.67
105.02,-83.59
105.04,-82.57
105.06,-81.67
105.08,-84.98
105.10,-82.13
105.13,-83.54
105.15,-83.34
105.17,-81.37
105.19,-82.59
105.21,-83.49
105.24,-82.71
105.26,-82.31
105.28,-83.13
105.30,-83.67
105.32,-82.95
105.35,-84.01
105.37,-82.87
105.39,-83.31
105.41,-81.95
105.43,-84.91
105.45,-81.23
105.48,-80.37
105.50,-83.76
105.52,-81.19
105.54,-81.44
105.56,-81.80
105.59,-78.39
105.61,-81.95
105.63,-82.04
105.65,-80.39
105.67,-83.27
105.70,-81.92
105.72,-82.85
105.74,-80.51
105.76,-79.09
105.78,-78.99
105.81,-82.33
105.83,-82.05
105.85,-80.70
105.87,-83.62
105.89,-83.60
105.92,-82.38
105.94,-79.20
105.96,-79.56
105.98,-79.45
106.00,-81.06
106.03,-82.72
106.05,-80.85
106.07,-77.61
106.09,-79.75
106.11,-81.86
106.14,-83.53
106.16,-82.24
106.18,-80.16
106.20,-84.45
106.22,-81.79
106.25,-82.47
106.27,-83.60
106.29,-79.40
106.31,-82.73
106.33,-81.99
106.36,-81.77
106.38,-81.37
106.40,-83.00
106.42,-80.64
106.44,-85.12
106.47,-82.71
106.49,-82.73
106.51,-82.93
106.53,-84.29
106.55,-82.60
106.57,-82.27
106.60,-81.63
106.62,-79.85
106.64,-82.74
106.66,-79.94
106.68,-83.57
106.71,-83.03
106.73,-81.97
106.75,-82.06
106.77,-80.84
106.79,-81.27
106.82,-81.13
106.84,-81.66
106.86,-80.88
106.88,-79.41
106.90,-84.25
106.93,-81.51
106.95,-83.15
106.97,-82.46
106.99,-82.33
107.01,-79.85
107.04,-81.36
107.06,-82.16
107.08,-80.16
107.10,-80.27
107.12,-82.06
107.15,-82.39
107.17,-81.04
107.19,-78.90
107.21,-78.80
107.23,-80.46
107.26,-80.04
107.28,-79.10
107.30,-78.78
107.32,-79.82
107.34,-81.31
107.37,-78.31
107.39,-82.21
107.41,-82.30
107.43,-81.92
107.45,-81.26
107.47,-79.84
107.50,-79.44
107.52,-80.20
107.54,-79.06
107.56,-82.40
107.58,-82.40
107.61,-81.93
107.63,-81.73
107.65,-82.84
107.67,-82.87
107.69,-84.13
107.72,-83.84
107.74,-81.73
107.76,-83.65
107.78,-82.45
107.80,-83.34
107.83,-84.58
107.85,-85.26
107.87,-84.11
107.89,-88.48
107.91,-83.55
107.94,-87.22
107.96,-85.71
107.98,-85.26
108.00,-84.01
108.02,-86.17
108.05,-82.55
108.07,-87.06
108.09,-86.47
108.11,-85.48
108.13,-83.40
108.16,-86.23
108.18,-83.81
108.20,-83.24
108.22,-84.35
108.24,-82.18
108.27,-83.82
108.29,-82.90
108.31,-84.67
108.33,-88.52
108.35,-85.83
108.38,-85.52
108.40,-87.12
108.42,-86.54
108.44,-85.70
108.46,-83.58
108.48,-86.70
108.51,-86.59
108.53,-86.66
108.55,-87.21
108.57,-89.00
108.59,-84.93
108.62,-84.64
108.64,-83.33
108.66,-80.32
108.68,-80.87
108.70,-79.90
108.73,-79.09
108.75,-81.41
108.77,-82.59
108.79,-85.06
108.81,-84.56
108.84,-85.63
108.86,-84.53
108.88,-87.32
108.90,-84.17
108.92,-85.99
108.95,-86.65
108.97,-86.46
108.99,-86.33
109.01,-84.53
109.03,-84.37
109.06,-84.53
109.08,-86.33
109.10,-84.22
109.12,-86.06
109.14,-85.34
109.17,-83.31
109.19,-85.22
109.21,-83.94
109.23,-84.74
109.25,-86.69
109.28,-85.34
109.30,-83.98
109.32,-83.12
109.34,-84.62
109.36,-85.30
109.39,-83.73
109.41,-86.15
109.43,-84.92
109.45,-85.71
109.47,-86.34
109.50,-83.96
109.52,-81.90
109.54,-86.11
109.56,-81.28
109.58,-81.73
109.60,-80.92
109.63,-81.65
109.65,-83.48
109.67,-81.92
109.69,-81.30
109.71,-82.72
109.74,-80.93
109.76,-80.59
109.78,-81.67
109.80,-80.00
109.82,-82.93
109.85,-80.46
109.87,-82.36
109.89,-83.32
109.91,-81.54
109.93,-81.05
109.96,-79.64
109.98,-79.93
110.00,-81.93
170.00,-79.14
170.11,-80.78
170.22,-81.13
170.33,-80.64
170.43,-78.89
170.54,-78.61
170.65,-78.58
170.76,-81.85
170.87,-81.06
170.98,-80.13
171.08,-81.40
171.19,-80.80
171.30,-81.40
171.41,-81.50
171.52,-81.02
171.63,-82.83
171.74,-79.89
171.84,-80.26
171.95,-78.45
172.06,-77.66
172.17,-79.68
172.28,-78.74
172.39,-81.60
172.50,-81.13
172.60,-81.11
172.71,-79.18
172.82,-79.75
172.93,-79.05
173.04,-80.94
173.15,-79.93
173.25,-80.60
173.36,-79.93
173.47,-79.44
173.58,-78.46
173.69,-80.12
173.80,-81.10
173.91,-79.23
174.01,-80.46
174.12,-79.62
174.23,-79.45
174.34,-80.93
174.45,-80.87
174.56,-80.68
174.66,-79.84
174.77,-79.60
174.88,-80.56
174.99,-80.36
175.10,-79.39
175.21,-80.66
175.32,-81.90
175.42,-81.12
175.53,-80.02
175.64,-79.20
175.75,-79.98
175.86,-81.42
175.97,-79.81
176.07,-79.95
176.18,-81.24
176.29,-80.55
176.40,-80.33
176.51,-79.12
176.62,-77.22
176.73,-79.35
176.83,-81.59
176.94,-80.88
177.05,-81.32
177.16,-81.46
177.27,-80.91
177.38,-80.94
177.49,-79.99
177.59,-81.71
177.70,-82.10
177.81,-80.71
177.92,-80.05
178.03,-81.31
178.14,-77.37
178.24,-80.36
178.35,-77.75
178.46,-77.96
178.57,-82.57
178.68,-79.52
178.79,-81.60
178.90,-79.17
179.00,-81.11
179.11,-80.19
179.22,-78.70
179.33,-79.22
179.44,-78.78
179.55,-78.86
179.65,-74.78
179.76,-73.40
179.87,-79.71
179.98,-74.32
180.09,-79.72
180.20,-78.72
180.31,-78.40
180.41,-78.02
180.52,-79.34
180.63,-78.88
180.74,-77.77
180.85,-78.51
180.96,-79.32
181.06,-78.10
181.17,-78.05
181.28,-77.83
181.39,-81.36
181.50,-77.31
181.61,-77.64
181.72,-79.36
181.82,-77.99
181.93,-79.66
182.04,-78.35
182.15,-79.79
182.26,-81.37
182.37,-82.91
182.47,-80.58
182.58,-79.26
182.69,-75.29
182.80,-74.90
182.91,-80.11
183.02,-80.68
183.13,-81.68
183.23,-81.79
183.34,-81.48
183.45,-80.54
183.56,-81.05
183.67,-82.67
183.78,-80.72
183.89,-80.99
183.99,-79.09
184.10,-80.99
184.21,-76.94
184.32,-76.42
184.43,-77.61
184.54,-76.87
184.64,-75.77
184.75,-77.94
184.86,-76.97
184.97,-77.18
185.08,-77.27
185.19,-77.66
185.30,-76.85
185.40,-77.04
185.51,-74.70
185.62,-73.38
185.73,-74.51
185.84,-72.37
185.95,-75.30
186.05,-76.65
186.16,-75.91
186.27,-73.24
186.38,-76.64
186.49,-77.65
186.60,-76.65
186.71,-76.82
186.81,-77.19
186.92,-78.75
187.03,-78.03
187.14,-75.76
187.25,-74.75
187.36,-75.59
187.47,-76.98
187.57,-77.93
187.68,-79.25
187.79,-80.62
187.90,-81.42
188.01,-82.60
188.12,-83.66
188.22,-81.56
188.33,-82.75
188.44,-83.12
188.55,-83.71
188.66,-76.61
188.77,-77.73
188.88,-77.37
188.98,-78.48
189.09,-82.82
189.20,-83.30
189.31,-82.14
189.42,-84.03
189.53,-83.57
189.63,-80.37
189.74,-79.72
189.85,-80.36
189.96,-79.25
190.07,-76.95
190.18,-75.63
190.29,-75.95
190.39,-78.79
190.50,-77.68
190.61,-78.14
190.72,-79.02
190.83,-78.56
190.94,-76.91
191.04,-77.94
191.15,-77.04
191.26,-75.71
191.37,-76.91
191.48,-76.91
191.59,-76.36
191.70,-76.18
191.80,-77.91
191.91,-74.43
192.02,-74.82
192.13,-78.87
192.24,-79.13
192.35,-77.71
192.46,-79.72
192.56,-80.37
192.67,-79.97
192.78,-79.58
192.89,-76.05
193.00,-78.40
193.11,-81.94
193.21,-82.55
193.32,-83.64
193.43,-83.09
193.54,-83.03
193.65,-83.86
193.76,-86.04
193.87,-83.29
193.97,-84.79
194.08,-84.46
194.19,-83.89
194.30,-80.85
194.41,-81.08
194.52,-86.63
194.62,-84.70
194.73,-85.83
194.84,-82.51
194.95,-84.93
195.06,-80.98
195.17,-83.38
195.28,-83.31
195.38,-80.50
195.49,-83.10
195.60,-81.05
195.71,-78.85
195.82,-78.37
195.93,-78.12
196.03,-80.50
196.14,-79.53
196.25,-81.64
196.36,-82.52
196.47,-79.65
196.58,-79.53
196.69,-79.06
196.79,-78.86
196.90,-80.24
197.01,-81.09
197.12,-78.93
197.23,-78.60
197.34,-79.43
197.44,-78.03
197.55,-79.93
197.66,-80.05
197.77,-81.30
197.88,-79.38
197.99,-81.16
198.10,-81.61
198.20,-79.28
198.31,-81.07
198.42,-80.29
198.53,-79.51
198.64,-78.61
198.75,-80.84
198.86,-84.03
198.96,-84.02
199.07,-84.33
199.18,-83.64
199.29,-84.83
199.40,-86.04
199.51,-85.82
199.61,-81.24
199.72,-82.36
199.83,-84.78
199.94,-80.72
200.05,-80.71
200.16,-82.56
200.27,-85.88
200.37,-79.83
200.48,-81.98
200.59,-84.59
200.70,-84.16
200.81,-84.74
200.92,-84.63
201.02,-80.52
201.13,-81.79
201.24,-79.81
201.35,-80.48
201.46,-79.64
201.57,-81.57
201.68,-82.12
201.78,-79.26
201.89,-81.85
202.00,-81.45
202.11,-82.77
202.22,-80.83
202.33,-80.03
202.44,-78.72
202.54,-79.47
202.65,-78.77
202.76,-78.86
202.87,-79.17
202.98,-79.19
203.09,-78.53
203.19,-80.50
203.30,-81.83
203.41,-80.89
203.52,-80.38
203.63,-80.95
203.74,-81.66
203.85,-82.06
203.95,-78.88
204.06,-80.11
204.17,-78.79
204.28,-77.58
204.39,-81.18
204.50,-82.29
204.60,-84.10
204.71,-85.67
204.82,-78.21
204.93,-83.34
205.04,-85.61
205.15,-82.07
205.26,-76.47
205.36,-76.63
205.47,-80.94
205.58,-81.17
205.69,-82.19
205.80,-81.11
205.91,-83.10
206.01,-83.47
206.12,-86.30
206.23,-80.14
206.34,-83.88
206.45,-85.43
206.56,-84.69
206.67,-83.22
206.77,-82.00
206.88,-83.81
206.99,-80.71
207.10,-80.52
207.21,-80.19
207.32,-77.61
207.43,-78.65
207.53,-82.77
207.64,-82.63
207.75,-81.65
207.86,-80.33
207.97,-81.65
208.08,-80.78
208.18,-78.77
208.29,-78.99
208.40,-79.89
208.51,-80.73
208.62,-79.16
208.73,-79.01
208.84,-81.31
208.94,-79.34
209.05,-80.79
209.16,-82.11
209.27,-82.45
209.38,-77.12
209.49,-83.72
209.59,-80.76
209.70,-81.64
209.81,-80.93
209.92,-81.65
210.03,-80.78
210.14,-82.07
210.25,-82.83
210.35,-78.06
210.46,-80.88
210.57,-83.82
210.68,-85.31
210.79,-84.66
210.90,-84.65
211.00,-83.86
211.11,-86.15
211.22,-84.51
211.33,-82.70
211.44,-83.22
211.55,-85.80
211.66,-84.61
211.76,-83.28
211.87,-81.66
211.98,-83.29
212.09,-85.29
212.20,-84.99
212.31,-85.13
212.41,-85.00
212.52,-86.41
212.63,-84.27
212.74,-82.37
212.85,-83.52
212.96,-84.15
213.07,-84.40
213.17,-83.83
213.28,-84.43
213.39,-83.63
213.50,-79.77
213.61,-81.29
213.72,-85.41
213.83,-83.16
213.93,-84.90
214.04,-85.02
214.15,-84.05
214.26,-84.29
214.37,-83.60
214.48,-84.62
214.58,-82.84
214.69,-81.77
214.80,-82.79
214.91,-84.30
215.02,-82.97
215.13,-84.04
215.24,-84.73
215.34,-85.25
215.45,-83.68
215.56,-80.80
215.67,-78.91
215.78,-85.45
215.89,-84.16
215.99,-80.43
216.10,-85.43
216.21,-86.15
216.32,-85.98
216.43,-84.41
216.54,-81.54
216.65,-83.27
216.75,-83.17
216.86,-84.42
216.97,-84.54
217.08,-88.11
217.19,-86.49
217.30,-85.40
217.41,-85.16
217.51,-85.15
217.62,-85.53
217.73,-86.19
217.84,-85.89
217.95,-85.11
218.06,-85.95
218.16,-82.83
218.27,-83.92
218.38,-84.13
218.49,-83.27
218.60,-84.35
218.71,-82.88
218.82,-84.06
218.92,-81.59
219.03,-83.63
219.14,-85.25
219.25,-84.21
219.36,-85.53
219.47,-83.14
219.57,-82.79
219.68,-80.82
219.79,-84.94
219.90,-84.88
219.90,-85.35
219.90,-83.88
219.90,-84.29
219.90,-85.10
219.90,-83.27
219.90,-85.94
219.90,-87.86
219.90,-86.50
219.90,-84.89
219.90,-86.64
219.90,-83.22
219.90,-87.84
219.90,-81.77
219.90,-83.85
219.90,-85.63
219.90,-85.38
219.90,-85.05
219.90,-85.45
219.90,-84.36
219.90,-87.62
219.90,-87.80
219.90,-84.29
219.90,-86.26
219.91,-85.38
219.91,-86.51
219.91,-86.34
219.91,-83.40
219.91,-84.34
219.91,-84.35
219.91,-86.48
219.91,-85.51
219.91,-85.74
219.91,-86.58
219.91,-85.62
219.91,-85.84
219.91,-86.88
219.91,-84.20
219.91,-82.67
219.91,-86.05
219.91,-85.34
219.91,-87.32
219.91,-86.16
219.91,-83.68
219.91,-86.50
219.91,-84.66
219.91,-85.63
219.91,-84.38
219.91,-87.66
219.91,-85.82
219.91,-83.82
219.91,-85.36
219.91,-85.18
219.91,-85.02
219.91,-86.01
219.91,-83.49
219.91,-84.49
219.91,-85.29
219.91,-85.12
219.91,-86.12
219.91,-85.48
219.91,-85.71
219.91,-86.36
219.91,-86.04
219.91,-84.92
219.91,-87.76
219.91,-82.79
219.91,-85.01
219.91,-85.31
219.91,-84.68
219.91,-84.39
219.92,-86.15
219.92,-82.20
219.92,-86.17
219.92,-84.36
219.92,-84.95
219.92,-83.25
219.92,-86.89
219.92,-85.16
219.92,-86.69
219.92,-84.14
219.92,-85.88
219.92,-87.26
219.92,-86.49
219.92,-85.69
219.92,-84.65
219.92,-84.57
219.92,-86.14
219.92,-84.81
219.92,-85.13
219.92,-85.97
219.92,-83.69
219.92,-85.06
219.92,-82.11
219.92,-84.76
219.92,-84.67
219.92,-86.11
219.92,-86.53
219.92,-84.46
219.92,-85.10
219.92,-84.66
219.92,-85.52
219.92,-82.67
219.92,-84.67
219.92,-85.12
219.92,-84.31
219.92,-85.07
219.92,-85.60
219.92,-87.06
219.92,-83.27
219.92,-85.56
219.92,-82.61
219.92,-85.59
219.92,-85.73
219.92,-84.43
219.92,-86.33
219.93,-83.20
219.93,-83.74
219.93,-85.71
219.93,-85.90
219.93,-82.51
219.93,-81.37
219.93,-82.85
219.93,-84.99
219.93,-86.16
219.93,-83.94
219.93,-84.24
219.93,-86.02
219.93,-86.06
219.93,-84.70
219.93,-86.94
219.93,-85.02
219.93,-85.25
219.93,-82.90
219.93,-84.15
219.93,-85.70
219.93,-84.94
219.93,-83.67
219.93,-84.30
219.93,-86.56
219.93,-85.85
219.93,-82.60
219.93,-85.62
219.93,-86.35
219.93,-83.42
219.93,-83.76
219.93,-83.00
219.93,-84.12
219.93,-87.47
219.93,-82.44
219.93,-83.48
219.93,-84.83
219.93,-84.30
219.93,-81.74
219.93,-85.46
219.93,-85.65
219.93,-85.49
219.93,-84.96
219.93,-86.26
219.93,-85.14
219.93,-85.58
219.93,-86.01
219.94,-85.29
219.94,-85.72
219.94,-81.22
219.94,-86.61
219.94,-86.24
219.94,-85.88
219.94,-84.96
