Frequency (Hz),Level (dBm)
503.86,-100.89
503.87,-99.51
503.88,-100.03
503.89,-100.76
503.91,-100.41
503.92,-100.42
503.93,-101.11
503.94,-101.75
503.95,-101.68
503.96,-99.89
503.97,-102.63
503.98,-99.19
503.99,-94.20
504.00,-93.48
504.01,-94.90
504.02,-98.42
504.04,-98.20
504.05,-98.36
504.06,-99.69
504.07,-98.93
504.08,-97.62
504.09,-97.50
504.10,-98.11
504.11,-100.61
504.12,-99.93
504.13,-100.06
504.14,-98.72
504.15,-100.92
504.17,-100.13
504.18,-100.11
504.19,-100.12
504.20,-100.08
504.21,-100.76
504.22,-101.24
504.23,-102.30
504.24,-99.86
504.25,-99.47
504.26,-99.10
504.27,-101.11
504.28,-102.53
504.30,-101.65
504.31,-101.31
504.32,-101.86
504.33,-100.66
504.34,-101.32
504.35,-100.28
504.36,-101.38
504.37,-98.63
504.38,-98.70
504.39,-101.06
504.40,-103.05
504.42,-100.93
504.43,-99.64
504.44,-99.62
504.45,-100.67
504.46,-100.19
504.47,-100.20
504.48,-96.77
504.49,-99.70
504.50,-101.87
504.51,-101.78
504.52,-97.35
504.53,-97.97
504.55,-101.95
504.56,-101.00
504.57,-100.88
504.58,-101.75
504.59,-103.26
504.60,-101.47
504.61,-100.69
504.62,-101.76
504.63,-100.64
504.64,-100.28
504.65,-100.36
504.66,-100.58
504.68,-101.07
504.69,-99.51
504.70,-99.62
504.71,-99.38
504.72,-101.26
504.73,-102.55
504.74,-99.48
504.75,-98.99
504.76,-100.71
504.77,-99.16
504.78,-99.11
504.79,-99.42
504.81,-99.34
504.82,-100.89
504.83,-99.62
504.84,-100.07
504.85,-102.04
504.86,-101.89
504.87,-101.77
504.88,-101.46
504.89,-100.21
504.90,-99.47
504.91,-99.92
504.92,-99.98
504.94,-97.87
504.95,-97.18
504.96,-100.28
504.97,-101.01
504.98,-101.08
504.99,-101.57
504.99,-101.53
505.00,-100.64
505.01,-100.41
505.02,-101.00
505.03,-102.12
505.04,-101.20
505.06,-100.55
505.07,-101.82
505.08,-100.03
505.09,-99.82
505.10,-100.27
505.11,-99.76
505.12,-99.72
505.13,-100.78
505.14,-99.46
505.15,-99.54
505.16,-98.94
505.17,-99.81
505.19,-100.66
505.20,-101.02
505.21,-98.35
505.22,-98.60
505.23,-100.30
505.24,-100.32
505.25,-101.92
505.26,-100.75
505.27,-98.23
505.28,-98.86
505.29,-100.36
505.30,-98.17
505.32,-97.79
505.33,-98.78
505.34,-98.69
505.35,-98.13
505.36,-98.85
505.37,-99.30
505.38,-99.79
505.39,-96.39
505.40,-94.67
505.41,-96.52
505.42,-99.35
505.43,-98.41
505.45,-99.58
505.46,-99.57
505.47,-100.20
505.48,-99.99
505.49,-100.07
505.50,-99.74
505.51,-99.73
505.52,-100.09
505.53,-100.31
505.54,-100.27
505.55,-99.26
505.56,-98.02
505.58,-98.00
505.59,-101.93
505.60,-101.02
505.61,-100.30
505.62,-100.72
505.63,-100.24
505.64,-100.02
505.65,-97.61
505.66,-100.61
505.67,-99.57
505.68,-101.98
505.70,-100.18
505.71,-99.02
505.72,-98.97
505.73,-99.67
505.74,-100.91
505.75,-100.16
505.76,-100.27
505.77,-102.08
505.78,-100.96
505.79,-100.53
505.80,-101.61
505.81,-101.28
505.83,-101.12
505.84,-99.83
505.85,-100.40
505.86,-99.51
505.87,-98.21
505.88,-97.84
505.89,-96.66
505.90,-98.37
505.91,-98.28
505.92,-97.97
505.93,-97.87
505.94,-97.95
505.96,-98.25
505.97,-99.27
505.98,-97.47
505.99,-97.84
506.00,-99.86
506.01,-100.98
506.02,-98.70
506.03,-99.32
506.04,-98.89
506.05,-100.78
506.06,-99.11
506.07,-98.08
506.09,-99.74
506.10,-99.76
506.11,-100.20
506.12,-98.64
506.13,-98.42
506.14,-98.88
506.15,-99.55
506.16,-99.41
506.17,-99.06
506.18,-98.46
506.19,-99.25
506.20,-99.59
506.22,-99.77
506.23,-98.89
506.24,-99.00
506.25,-99.68
506.26,-99.99
506.27,-100.65
506.28,-100.57
506.29,-98.53
506.30,-88.75
506.31,-88.17
506.32,-95.31
506.34,-97.23
506.35,-97.96
506.36,-97.93
506.37,-98.55
506.38,-98.29
506.39,-99.30
506.40,-99.58
506.41,-100.12
506.42,-98.26
506.43,-98.28
506.44,-98.83
506.45,-98.71
506.47,-98.94
506.48,-98.98
506.49,-98.85
506.50,-99.17
506.51,-99.26
506.52,-99.39
506.53,-100.54
506.54,-101.07
506.55,-101.74
506.56,-100.60
506.57,-100.52
506.58,-98.16
506.60,-97.32
506.61,-97.45
506.62,-98.62
506.63,-99.60
506.64,-97.14
506.65,-99.32
506.66,-99.39
506.67,-98.35
506.68,-98.68
506.69,-96.65
506.70,-97.55
506.71,-98.40
506.73,-99.54
506.74,-99.66
506.75,-99.62
506.76,-98.72
506.77,-100.16
506.78,-100.00
506.79,-97.61
506.80,-97.81
506.81,-100.77
506.82,-99.85
506.83,-99.04
506.84,-100.16
506.86,-98.37
506.87,-99.36
506.88,-99.75
506.89,-99.86
506.90,-98.05
506.91,-98.20
506.92,-100.86
506.93,-101.64
506.94,-99.03
506.95,-99.13
506.96,-100.89
506.98,-99.72
506.99,-100.61
507.00,-96.38
507.01,-96.77
507.02,-100.29
507.03,-98.84
507.04,-99.53
507.05,-99.06
507.06,-102.00
507.07,-100.33
507.08,-100.22
507.09,-100.60
507.11,-100.06
507.12,-100.38
507.13,-99.92
507.14,-99.58
507.15,-100.45
507.16,-101.33
507.17,-101.12
507.18,-100.06
507.19,-99.87
507.20,-98.60
507.21,-98.26
507.22,-98.53
507.24,-100.08
507.25,-99.12
507.26,-98.19
507.27,-99.56
507.28,-100.15
507.29,-99.72
507.30,-99.66
507.31,-101.56
507.32,-102.68
507.33,-99.06
507.34,-99.37
507.35,-101.02
507.37,-101.32
507.38,-101.95
507.39,-102.90
507.40,-101.43
507.41,-101.62
507.42,-101.23
507.43,-100.05
507.44,-99.94
507.45,-99.81
507.46,-102.56
507.47,-99.69
507.49,-98.70
507.50,-100.44
507.51,-101.12
507.52,-102.46
507.53,-101.86
507.54,-101.26
507.55,-101.86
507.56,-102.62
507.57,-101.45
507.58,-102.23
507.59,-104.32
507.60,-100.09
507.62,-101.07
507.63,-100.17
507.64,-98.77
507.65,-98.88
507.66,-101.97
507.67,-102.53
507.68,-100.73
507.69,-100.76
507.70,-102.49
507.71,-99.21
507.72,-99.21
507.73,-97.69
507.75,-98.42
507.76,-101.86
507.77,-102.03
507.78,-100.85
507.79,-100.99
507.80,-102.19
507.81,-100.78
507.82,-101.35
507.83,-100.24
507.84,-102.01
507.85,-102.41
507.86,-100.36
507.88,-101.26
507.89,-101.51
507.90,-101.46
507.91,-101.06
507.92,-100.40
507.93,-100.09
507.94,-99.54
507.95,-101.47
507.96,-101.53
507.97,-101.42
507.98,-101.12
507.99,-101.55
508.01,-100.83
508.02,-101.05
508.03,-101.19
508.04,-100.24
508.05,-99.62
508.06,-100.98
508.07,-100.01
508.08,-100.86
508.09,-101.33
508.10,-101.69
508.11,-101.69
508.13,-100.42
508.14,-100.73
508.15,-100.85
508.16,-99.76
508.17,-99.46
508.18,-100.97
508.19,-100.98
508.20,-99.16
508.21,-98.79
508.22,-95.01
508.23,-94.82
508.24,-99.40
508.26,-100.82
508.27,-101.10
508.28,-101.08
508.29,-100.92
508.30,-100.18
508.31,-102.11
508.32,-100.79
508.33,-100.41
508.34,-100.31
508.35,-100.29
508.36,-103.79
508.37,-100.52
508.39,-100.86
508.40,-102.65
508.41,-102.37
508.42,-102.02
508.43,-103.35
508.44,-104.09
508.45,-102.75
508.46,-102.81
508.47,-100.45
508.48,-99.86
508.49,-101.87
508.50,-102.34
508.52,-102.39
508.53,-102.19
508.54,-102.81
508.55,-101.77
508.56,-101.85
508.57,-101.50
508.58,-99.51
508.59,-99.60
508.60,-99.52
508.61,-97.69
508.62,-96.86
508.63,-93.15
508.65,-93.60
508.66,-94.00
508.67,-94.93
508.68,-95.47
508.69,-91.73
508.70,-90.06
508.71,-86.94
508.72,-87.70
508.73,-93.50
508.74,-93.23
508.75,-93.28
508.77,-94.63
508.78,-95.18
508.79,-94.49
508.80,-93.85
508.81,-93.79
508.82,-98.84
508.83,-99.45
508.84,-101.58
508.85,-101.89
508.86,-99.87
508.87,-100.63
508.88,-101.80
508.90,-101.80
508.91,-101.54
508.92,-103.29
508.93,-102.71
508.94,-102.55
508.95,-101.08
508.96,-101.84
508.97,-102.15
508.98,-101.59
508.99,-101.26
509.00,-102.36
509.01,-102.30
509.03,-101.76
509.04,-100.84
509.05,-101.81
509.06,-101.59
509.07,-104.51
509.08,-103.07
509.09,-102.59
509.10,-102.69
509.11,-102.81
509.12,-99.56
509.13,-99.49
509.14,-101.57
509.16,-102.10
509.17,-102.00
509.18,-102.21
509.19,-102.67
509.20,-99.49
509.21,-100.18
509.22,-100.71
509.23,-102.24
509.24,-101.73
509.25,-102.05
509.26,-101.14
509.27,-101.13
509.29,-101.20
509.30,-102.47
509.31,-102.58
509.32,-102.59
509.33,-100.64
509.34,-101.30
509.35,-102.12
509.36,-101.71
509.37,-102.24
509.38,-102.23
509.39,-103.65
509.41,-102.81
509.42,-101.48
509.43,-102.67
509.44,-102.13
509.45,-102.66
509.46,-102.28
509.47,-102.87
509.48,-101.78
509.49,-99.85
509.50,-102.15
509.51,-99.56
509.52,-99.62
509.54,-102.52
509.55,-103.53
509.56,-103.50
509.57,-102.02
509.58,-101.03
509.59,-100.55
509.60,-102.31
509.61,-103.29
509.62,-101.77
509.63,-100.29
509.64,-101.95
509.65,-102.39
509.67,-103.06
509.68,-102.47
509.69,-100.04
509.70,-100.25
509.71,-101.73
509.72,-100.44
509.73,-101.52
509.74,-101.33
509.75,-102.04
509.76,-101.16
509.77,-101.36
509.78,-100.90
509.80,-100.84
509.81,-101.30
509.82,-101.21
509.83,-100.96
509.84,-99.48
509.85,-99.79
509.86,-99.12
509.87,-99.93
509.88,-99.68
509.89,-98.11
509.90,-98.17
509.91,-100.11
509.93,-100.04
509.94,-98.43
509.95,-96.79
509.96,-96.54
509.97,-97.46
509.98,-97.33
509.98,-100.27
509.99,-97.93
510.00,-96.57
510.01,-97.93
510.02,-100.25
510.03,-99.99
510.05,-100.07
510.06,-98.93
510.07,-98.85
510.08,-100.27
510.09,-97.23
510.10,-97.30
510.11,-100.24
510.12,-98.00
510.13,-97.29
510.14,-98.27
510.15,-98.91
510.16,-98.43
510.18,-98.98
510.19,-99.91
510.20,-99.56
510.21,-98.77
510.22,-98.21
510.23,-100.63
510.24,-100.17
510.25,-99.18
510.26,-97.74
510.27,-98.78
510.28,-101.54
510.29,-100.34
510.31,-98.02
510.32,-98.92
510.33,-98.73
510.34,-98.77
510.35,-101.46
510.36,-98.96
510.37,-99.52
510.38,-99.47
510.39,-99.44
510.40,-100.69
510.41,-102.15
510.42,-103.21
510.44,-98.98
510.45,-99.57
510.46,-101.99
510.47,-100.85
510.48,-100.09
510.49,-101.75
510.50,-100.20
510.51,-101.81
510.52,-101.70
510.53,-100.96
510.54,-102.40
510.55,-103.78
510.57,-102.37
510.58,-101.58
510.59,-100.02
510.60,-102.46
510.61,-100.38
510.62,-100.68
510.63,-102.45
510.64,-100.37
510.65,-99.85
510.66,-100.49
510.67,-103.83
510.69,-101.07
510.70,-99.39
510.71,-98.44
510.72,-100.90
510.73,-102.55
510.74,-102.00
510.75,-101.19
510.76,-100.95
510.77,-101.09
510.78,-103.23
510.79,-103.94
510.80,-102.83
510.82,-104.00
510.83,-100.18
510.84,-100.06
510.85,-100.50
510.86,-104.50
510.87,-103.11
510.88,-102.65
510.89,-103.94
510.90,-103.27
510.91,-103.12
510.92,-102.98
510.93,-105.14
510.95,-104.37
510.96,-103.30
510.97,-102.11
510.98,-98.61
510.99,-98.86
511.00,-103.37
511.01,-103.25
511.02,-102.35
511.03,-102.86
511.04,-103.91
511.05,-104.12
511.06,-102.86
511.08,-102.19
511.09,-102.72
511.10,-100.70
511.11,-99.33
511.12,-99.70
511.13,-99.91
511.14,-101.39
511.15,-102.49
511.16,-105.92
511.17,-102.48
511.18,-100.49
511.19,-100.50
511.21,-99.94
511.22,-101.71
511.23,-102.30
511.24,-101.73
511.25,-102.02
511.26,-103.34
511.27,-101.20
511.28,-101.47
511.29,-101.56
511.30,-101.78
511.31,-102.37
511.33,-102.92
511.34,-102.16
511.35,-102.31
511.36,-101.05
511.37,-101.82
511.38,-102.78
511.39,-103.21
511.40,-101.89
511.41,-101.37
511.42,-101.47
511.43,-101.46
511.44,-99.78
511.46,-99.42
511.47,-98.92
511.48,-98.97
511.49,-99.34
511.50,-100.62
511.51,-101.70
511.52,-98.11
511.53,-93.34
511.54,-93.33
511.55,-99.15
511.56,-99.18
511.57,-99.79
511.59,-100.93
511.60,-100.84
511.61,-99.36
511.62,-99.19
511.63,-100.91
511.64,-102.29
511.65,-102.36
511.66,-103.83
511.67,-103.19
511.68,-101.82
511.69,-101.92
511.70,-102.07
511.72,-101.65
511.73,-103.63
511.74,-103.48
511.75,-103.29
511.76,-106.74
511.77,-106.26
511.78,-101.58
511.79,-101.54
511.80,-101.50
511.81,-104.40
511.82,-105.09
511.83,-104.83
511.85,-104.30
511.86,-101.99
511.87,-102.32
511.88,-101.91
511.89,-103.00
511.90,-102.95
511.91,-103.74
511.92,-103.37
511.93,-100.63
511.94,-100.63
511.95,-103.29
511.97,-101.40
511.98,-101.06
511.99,-103.23
512.00,-104.38
512.01,-100.29
512.02,-100.02
512.03,-102.95
512.04,-102.30
512.05,-102.77
512.06,-103.29
512.07,-104.17
512.08,-100.74
512.10,-102.18
512.11,-101.87
512.12,-102.37
512.13,-102.40
512.14,-102.87
512.15,-100.45
512.16,-96.90
512.17,-101.49
512.18,-101.06
512.19,-101.36
512.20,-106.11
512.21,-104.84
512.23,-101.19
512.24,-97.85
512.25,-99.94
512.26,-104.74
512.27,-102.97
512.28,-102.98
512.29,-105.00
512.30,-101.09
512.31,-99.53
512.32,-102.51
512.33,-104.33
512.34,-104.45
512.36,-100.59
512.37,-100.65
512.38,-101.95
512.39,-100.55
512.40,-102.04
512.41,-102.99
512.42,-101.62
512.43,-101.66
512.44,-101.44
512.45,-98.25
512.46,-98.41
512.48,-105.73
512.49,-102.66
512.50,-101.70
512.51,-102.15
512.52,-97.69
512.53,-97.21
512.54,-101.23
512.55,-103.97
512.56,-104.74
512.57,-107.94
512.58,-106.30
512.59,-100.65
512.61,-100.25
512.62,-101.26
512.63,-102.57
512.64,-104.51
512.65,-104.67
512.66,-102.50
512.67,-101.25
512.68,-99.39
512.69,-103.09
512.70,-104.40
512.71,-103.56
512.72,-102.86
512.74,-104.74
512.75,-97.24
512.76,-96.64
512.77,-99.38
512.78,-103.15
512.79,-103.92
512.80,-101.37
512.81,-101.39
512.82,-101.50
512.83,-103.07
512.84,-102.38
512.85,-104.50
512.87,-102.35
512.88,-100.81
512.89,-100.88
512.90,-95.46
512.91,-96.09
512.92,-101.96
512.93,-103.85
512.94,-104.33
512.95,-101.85
512.96,-104.78
512.97,-101.88
512.98,-102.05
513.00,-99.81
513.01,-102.47
513.02,-103.94
513.03,-100.22
513.04,-96.40
513.05,-92.11
513.06,-94.65
513.07,-99.28
513.08,-101.87
513.09,-97.96
513.10,-98.07
513.12,-96.18
513.13,-94.30
513.14,-97.69
513.15,-100.57
513.16,-101.80
513.17,-102.52
513.18,-96.05
513.19,-88.53
513.20,-87.34
513.21,-94.31
513.22,-99.74
513.23,-98.01
513.25,-96.79
513.26,-92.60
513.27,-80.09
513.28,-80.00
513.29,-92.13
513.30,-95.46
513.31,-97.08
513.32,-93.78
513.33,-90.04
513.34,-81.21
513.35,-81.86
513.36,-93.15
513.38,-97.61
513.39,-97.33
513.40,-96.91
513.41,-90.49
513.42,-86.34
513.43,-88.85
513.44,-98.52
513.45,-99.33
513.46,-99.44
513.47,-99.19
513.48,-91.46
513.49,-88.18
513.51,-93.44
513.52,-102.78
513.53,-103.49
513.54,-99.96
513.55,-99.31
513.56,-94.76
513.57,-92.96
513.58,-97.85
513.59,-102.73
513.60,-105.07
513.61,-102.87
513.62,-101.60
513.64,-97.58
513.65,-96.81
513.66,-101.88
513.67,-101.47
513.68,-102.38
513.69,-102.12
513.70,-100.98
513.71,-96.03
513.72,-96.12
513.73,-99.86
513.74,-99.38
513.76,-101.16
513.77,-98.39
513.78,-96.08
513.79,-95.10
513.80,-98.56
513.81,-102.44
513.82,-101.69
513.83,-99.65
513.84,-101.36
513.85,-100.20
513.86,-98.60
513.87,-97.39
513.89,-99.57
513.90,-102.94
513.91,-100.79
513.92,-99.95
513.93,-100.00
513.94,-98.94
513.95,-99.05
513.96,-101.78
513.97,-101.75
513.98,-101.57
513.99,-99.72
514.00,-97.34
514.02,-95.40
514.03,-96.92
514.04,-99.11
514.05,-101.37
514.06,-100.01
514.07,-97.32
514.08,-97.12
514.09,-98.10
514.10,-98.74
514.11,-98.58
514.12,-99.16
514.13,-96.19
514.15,-96.11
514.16,-96.70
514.17,-96.72
514.18,-99.06
514.19,-98.61
514.20,-100.72
514.21,-101.35
514.22,-99.43
514.23,-99.96
514.24,-98.70
514.25,-97.81
514.26,-98.19
514.28,-97.60
514.29,-94.58
514.30,-94.62
514.31,-96.19
514.32,-96.33
514.33,-99.48
514.34,-96.97
514.35,-90.44
514.36,-90.31
514.37,-94.25
514.38,-95.93
514.40,-98.54
514.41,-99.67
514.42,-97.80
514.43,-97.68
514.44,-97.73
514.45,-97.72
514.46,-99.20
514.47,-101.23
514.48,-101.27
514.49,-101.74
514.50,-102.97
514.51,-101.54
514.53,-100.21
514.54,-99.83
514.55,-103.81
514.56,-104.46
514.57,-106.36
514.58,-103.08
514.59,-103.25
514.60,-100.90
514.61,-103.27
514.62,-103.09
514.63,-104.32
514.64,-103.94
514.66,-104.23
514.67,-102.73
514.68,-102.13
514.69,-102.70
514.70,-104.26
514.71,-106.05
514.72,-106.15
514.73,-105.83
514.74,-102.12
514.75,-101.15
514.76,-106.26
514.77,-102.98
514.79,-102.63
514.80,-103.61
514.81,-106.05
514.82,-103.14
514.83,-102.58
514.84,-100.33
514.85,-100.32
514.86,-102.87
514.87,-102.38
514.88,-103.03
514.89,-102.74
514.90,-103.80
514.92,-103.50
514.93,-103.21
514.94,-103.34
514.95,-103.69
514.96,-104.00
514.97,-102.48
514.97,-105.16
514.98,-105.66
514.99,-106.58
515.00,-106.80
515.01,-105.55
515.02,-104.03
515.04,-105.68
515.05,-101.53
515.06,-101.87
515.07,-104.22
515.08,-105.38
515.09,-105.38
515.10,-105.69
515.11,-105.86
515.12,-101.62
515.13,-101.65
515.14,-104.54
515.15,-103.19
515.17,-102.19
515.18,-104.63
515.19,-103.89
515.20,-102.18
515.21,-105.27
515.22,-104.74
515.23,-104.44
515.24,-105.22
515.25,-105.06
515.26,-105.09
515.27,-105.78
515.28,-105.11
515.30,-104.74
515.31,-103.46
515.32,-103.56
515.33,-102.51
515.34,-104.64
515.35,-104.04
515.36,-105.16
515.37,-105.38
515.38,-107.41
515.39,-106.18
515.40,-105.20
515.41,-103.92
515.43,-103.10
515.44,-104.22
515.45,-102.39
515.46,-103.35
515.47,-106.72
515.48,-105.88
515.49,-104.57
515.50,-104.64
515.51,-106.42
515.52,-103.74
515.53,-102.77
515.54,-103.71
515.56,-104.79
515.57,-103.12
515.58,-103.78
515.59,-101.98
515.60,-104.61
515.61,-105.68
515.62,-103.47
515.63,-104.39
515.64,-101.76
515.65,-101.79
515.66,-101.21
515.68,-103.27
515.69,-105.05
515.70,-103.41
515.71,-101.32
515.72,-100.66
515.73,-102.94
515.74,-103.36
515.75,-103.28
515.76,-101.25
515.77,-101.44
515.78,-104.21
515.79,-103.22
515.81,-102.81
515.82,-102.53
515.83,-102.42
515.84,-102.48
515.85,-104.09
515.86,-101.98
515.87,-101.46
515.88,-104.59
515.89,-102.90
515.90,-102.00
515.91,-105.19
515.92,-102.64
515.94,-102.36
515.95,-101.79
515.96,-100.93
515.97,-99.20
515.98,-100.64
515.99,-98.31
516.00,-96.47
516.01,-101.00
516.02,-104.16
516.03,-102.79
516.04,-103.25
516.05,-102.30
516.07,-97.87
516.08,-97.29
516.09,-95.91
516.10,-94.12
516.11,-93.37
516.12,-94.99
516.13,-95.37
516.14,-95.43
516.15,-100.89
516.16,-102.48
516.17,-101.63
516.18,-102.42
516.20,-103.32
516.21,-102.95
516.22,-103.32
516.23,-102.48
516.24,-103.25
516.25,-102.58
516.26,-102.24
516.27,-99.73
516.28,-100.19
516.29,-103.13
516.30,-103.12
516.32,-104.26
516.33,-104.20
516.34,-104.24
516.35,-104.74
516.36,-105.80
516.37,-102.64
516.38,-102.50
516.39,-105.10
516.40,-103.24
516.41,-102.53
516.42,-104.42
516.43,-101.09
516.45,-101.12
516.46,-105.78
516.47,-103.97
516.48,-103.53
516.49,-105.02
516.50,-103.55
516.51,-103.71
516.52,-105.62
516.53,-103.89
516.54,-105.63
516.55,-106.63
516.56,-105.79
516.58,-105.34
516.59,-106.15
516.60,-105.05
516.61,-102.60
516.62,-103.59
516.63,-104.12
516.64,-102.99
516.65,-103.18
516.66,-105.08
516.67,-101.47
516.68,-101.16
516.69,-103.11
516.71,-103.40
516.72,-104.94
516.73,-105.57
516.74,-101.75
516.75,-101.58
516.76,-102.09
516.77,-102.92
516.78,-103.46
