Frequency (Hz),Level (dBm)
55.02,-83.65
55.04,-85.05
55.07,-82.83
55.10,-84.06
55.13,-85.14
55.15,-83.42
55.18,-83.55
55.21,-84.49
55.23,-84.14
55.26,-80.75
55.29,-71.04
55.32,-71.52
55.34,-86.68
55.37,-90.34
55.40,-86.93
55.42,-84.28
55.45,-84.20
55.48,-81.95
55.51,-80.78
55.53,-80.48
55.56,-85.75
55.59,-85.41
55.61,-81.87
55.64,-82.53
55.67,-80.78
55.70,-80.74
55.72,-83.15
55.75,-83.17
55.78,-83.19
55.80,-83.40
55.83,-82.72
55.86,-81.47
55.88,-81.43
55.91,-86.83
55.94,-85.16
55.97,-80.37
55.99,-80.94
56.02,-82.15
56.05,-81.79
56.07,-85.91
56.10,-90.45
56.13,-84.14
56.16,-80.89
56.18,-82.79
56.21,-87.40
56.24,-83.62
56.26,-82.73
56.29,-83.72
56.32,-84.50
56.35,-83.81
56.37,-86.38
56.40,-89.62
56.43,-80.04
56.45,-79.70
56.48,-85.77
56.51,-86.79
56.54,-82.89
56.56,-82.97
56.59,-84.90
56.62,-81.11
56.64,-80.73
56.67,-86.50
56.70,-86.90
56.73,-81.06
56.75,-81.17
56.78,-79.07
56.81,-65.24
56.83,-63.20
56.86,-66.91
56.89,-83.12
56.92,-81.96
56.94,-82.04
56.97,-81.82
57.00,-81.84
57.02,-82.78
57.05,-84.94
57.08,-85.10
57.11,-83.05
57.13,-82.60
57.16,-88.00
57.19,-84.15
57.21,-83.78
57.24,-88.01
57.27,-84.54
57.30,-82.94
57.32,-83.96
57.35,-87.25
57.38,-83.43
57.40,-80.85
57.43,-80.86
57.46,-88.13
57.48,-88.50
57.51,-88.57
57.54,-81.54
57.57,-81.63
57.59,-84.06
57.62,-85.84
57.65,-81.71
57.67,-82.30
57.70,-86.88
57.73,-83.36
57.76,-83.36
57.78,-85.21
57.81,-87.54
57.84,-86.53
57.86,-86.80
57.89,-81.59
57.92,-80.52
57.95,-80.76
57.97,-84.30
58.00,-85.12
58.03,-85.95
58.05,-86.12
58.08,-82.23
58.11,-82.37
58.14,-82.77
58.16,-81.50
58.19,-81.31
58.22,-84.75
58.24,-82.80
58.27,-81.85
58.30,-81.16
58.33,-81.10
58.35,-71.00
58.38,-70.48
58.41,-75.71
58.43,-80.77
58.46,-81.62
58.49,-81.64
58.52,-84.60
58.54,-83.01
58.57,-81.56
58.60,-84.11
58.62,-86.93
58.65,-81.32
58.68,-82.06
58.71,-87.55
58.73,-86.32
58.76,-85.48
58.79,-85.26
58.81,-85.85
58.84,-82.85
58.87,-83.80
58.90,-83.28
58.92,-83.48
58.95,-85.05
58.98,-83.85
59.00,-82.95
59.03,-84.52
59.06,-87.00
59.09,-85.29
59.11,-85.65
59.14,-86.24
59.17,-88.22
59.19,-90.25
59.22,-83.85
59.25,-83.50
59.27,-89.54
59.30,-85.37
59.33,-80.45
59.36,-80.68
59.38,-84.67
59.41,-82.45
59.44,-82.45
59.46,-88.13
59.49,-83.77
59.52,-81.41
59.55,-82.80
59.57,-86.97
59.60,-84.47
59.63,-83.98
59.65,-85.16
59.68,-87.19
59.71,-82.67
59.74,-82.86
59.76,-88.35
59.79,-81.36
59.82,-80.98
59.84,-84.98
59.87,-76.85
59.90,-70.80
59.93,-72.03
59.95,-88.45
59.98,-81.57
60.01,-80.40
60.03,-84.06
60.06,-86.31
60.09,-81.34
60.12,-81.68
60.14,-87.94
60.17,-87.86
60.20,-87.73
60.22,-89.24
60.25,-89.78
60.28,-88.79
60.31,-88.40
60.33,-90.00
60.36,-95.04
60.39,-94.56
60.41,-86.32
60.44,-85.28
60.47,-88.21
60.50,-87.20
60.52,-84.30
60.55,-87.89
60.58,-93.69
60.60,-94.08
60.63,-93.56
60.66,-94.51
60.69,-90.21
60.71,-89.81
60.74,-91.08
60.77,-91.59
60.79,-85.95
60.82,-85.33
60.85,-86.29
60.87,-89.12
60.90,-87.86
60.93,-84.47
60.96,-84.41
60.98,-88.45
61.01,-90.75
61.04,-93.03
61.06,-86.54
61.09,-91.98
61.12,-91.53
61.15,-89.68
61.17,-86.82
61.20,-87.10
61.23,-91.37
61.25,-88.66
61.28,-88.86
61.31,-88.20
61.34,-87.95
61.36,-89.24
61.39,-84.00
61.42,-70.97
61.44,-69.63
61.47,-73.97
61.50,-90.79
61.53,-94.61
61.55,-86.50
61.58,-86.27
61.61,-89.28
61.63,-90.03
61.66,-89.98
61.69,-95.62
61.72,-89.33
61.74,-83.81
61.77,-83.92
61.80,-86.34
61.82,-87.47
61.85,-85.64
61.88,-87.11
61.91,-84.74
61.93,-80.23
61.96,-80.76
61.99,-88.60
62.01,-83.06
62.04,-81.65
62.07,-84.06
62.10,-86.04
62.12,-83.80
62.15,-84.29
62.18,-87.42
62.20,-79.79
62.23,-79.17
62.26,-83.26
62.29,-92.77
62.31,-83.48
62.34,-83.64
62.37,-88.29
62.39,-82.62
62.42,-81.13
62.45,-85.22
62.48,-92.62
62.48,-88.18
62.50,-89.67
62.53,-93.94
62.56,-82.58
62.58,-81.14
62.61,-81.88
62.64,-84.78
62.66,-88.17
62.69,-84.90
62.72,-87.05
62.75,-90.65
62.77,-91.24
62.80,-93.17
62.83,-91.91
62.85,-90.20
62.88,-86.00
62.91,-86.28
62.94,-83.69
62.96,-74.76
62.99,-74.85
63.02,-88.86
63.04,-83.54
63.07,-82.66
63.10,-85.49
63.13,-91.37
63.15,-96.03
63.18,-96.02
63.21,-93.44
63.23,-91.30
63.26,-87.27
63.29,-86.45
63.32,-92.07
63.34,-88.56
63.37,-85.43
63.40,-86.73
63.42,-95.27
63.45,-88.62
63.48,-84.29
63.51,-83.48
63.53,-83.75
63.56,-89.41
63.59,-90.56
63.61,-90.92
63.64,-89.24
63.67,-89.58
63.70,-90.83
63.72,-90.08
63.75,-87.63
63.78,-88.04
63.80,-91.15
63.83,-90.90
63.86,-101.15
63.89,-92.94
63.91,-91.26
63.94,-90.93
63.97,-85.61
63.99,-85.95
64.02,-85.16
64.05,-86.85
64.08,-86.77
64.10,-83.21
64.13,-81.69
64.16,-83.92
64.18,-90.30
64.21,-87.36
64.24,-87.35
64.26,-88.60
64.29,-82.22
64.32,-79.81
64.35,-81.32
64.37,-87.41
64.40,-87.39
64.43,-81.58
64.45,-82.62
64.48,-77.57
64.51,-74.10
64.54,-76.84
64.56,-87.36
64.59,-90.11
64.62,-86.39
64.64,-87.15
64.67,-86.77
64.70,-91.01
64.73,-102.65
64.75,-88.42
64.78,-86.39
64.81,-88.82
64.83,-102.67
64.86,-90.73
64.89,-89.90
64.92,-84.49
64.94,-84.40
64.97,-85.58
65.00,-81.55
65.02,-83.51
65.05,-88.80
65.08,-92.34
65.11,-91.41
65.13,-92.21
65.16,-91.74
65.19,-91.83
65.21,-93.05
65.24,-92.43
65.27,-83.52
65.30,-83.24
65.32,-87.50
65.35,-83.16
65.38,-81.27
65.40,-83.63
65.43,-84.23
65.46,-86.45
65.49,-90.32
65.51,-88.70
65.54,-87.41
65.57,-86.69
65.59,-95.55
65.62,-90.74
65.65,-82.16
65.68,-81.42
65.70,-85.47
65.73,-91.85
65.76,-85.67
65.78,-87.70
65.81,-86.61
65.84,-83.65
65.86,-83.06
65.89,-85.16
65.92,-82.35
65.95,-81.88
65.97,-82.36
66.00,-84.00
66.03,-71.33
66.05,-70.76
66.08,-78.78
66.11,-85.46
66.14,-82.91
66.16,-82.97
66.19,-94.46
66.22,-86.46
66.24,-85.68
66.27,-85.46
66.30,-84.80
66.33,-83.94
66.35,-84.91
66.38,-84.50
66.41,-85.87
66.43,-88.31
66.46,-88.68
66.49,-86.33
66.52,-82.41
66.54,-82.64
66.57,-89.03
66.60,-93.09
66.62,-94.12
66.65,-90.51
66.68,-91.36
66.71,-92.44
66.73,-86.15
66.76,-88.21
66.79,-87.68
66.81,-83.78
66.84,-84.66
66.87,-87.44
66.90,-85.45
66.92,-87.15
66.95,-87.17
66.98,-86.29
67.00,-85.45
67.03,-87.13
67.06,-90.70
67.09,-90.27
67.11,-85.50
67.14,-83.47
67.17,-84.88
67.19,-82.99
67.22,-83.23
67.25,-84.11
67.28,-84.22
67.30,-88.46
67.33,-94.88
67.36,-84.82
67.38,-84.86
67.41,-90.68
67.44,-83.41
67.47,-82.88
67.49,-86.69
67.52,-89.38
67.55,-87.73
67.57,-75.59
67.60,-75.64
67.63,-85.56
67.65,-90.26
67.68,-84.15
67.71,-92.94
67.74,-82.99
67.76,-83.19
67.79,-97.32
67.82,-85.95
67.84,-85.27
67.87,-89.28
67.90,-90.41
67.93,-79.63
67.95,-79.55
67.98,-86.83
68.01,-80.73
68.03,-80.11
68.06,-84.61
68.09,-87.01
68.12,-79.63
68.14,-79.68
68.17,-85.30
68.20,-83.51
68.22,-82.38
68.25,-86.75
68.28,-89.70
68.31,-81.99
68.33,-81.76
68.36,-90.23
68.39,-84.10
68.41,-82.99
68.44,-86.42
68.47,-90.90
68.50,-81.99
68.52,-82.00
68.55,-86.92
68.58,-79.45
68.60,-77.91
68.63,-79.17
68.66,-83.33
68.69,-83.14
68.71,-86.07
68.74,-85.33
68.77,-79.65
68.79,-78.30
68.82,-81.30
68.85,-86.22
68.88,-82.42
68.90,-82.38
68.93,-85.82
68.96,-79.69
68.98,-79.99
69.01,-82.13
69.04,-83.35
69.07,-77.32
69.09,-72.59
69.12,-70.39
69.15,-74.30
69.17,-83.49
69.20,-90.13
69.23,-81.93
69.25,-75.67
69.28,-76.15
69.31,-84.60
69.34,-76.91
69.36,-76.87
69.39,-88.04
69.42,-84.29
69.44,-78.66
69.47,-79.33
69.50,-96.45
69.53,-80.02
69.55,-79.06
69.58,-84.36
69.61,-80.91
69.63,-80.98
69.66,-81.04
69.69,-83.39
69.72,-86.82
69.74,-80.16
69.77,-82.35
69.80,-83.82
69.82,-79.26
69.85,-79.12
69.88,-84.22
69.91,-79.55
69.93,-79.45
69.96,-82.13
69.99,-78.87
70.01,-79.13
70.04,-82.56
70.07,-89.15
70.10,-82.71
70.12,-80.33
70.15,-82.86
70.18,-82.25
70.20,-81.24
70.23,-82.24
70.26,-84.67
70.29,-84.08
70.31,-82.98
70.34,-79.94
70.37,-79.50
70.39,-80.54
70.42,-81.30
70.45,-89.80
70.48,-79.44
70.50,-79.46
70.53,-83.68
70.56,-87.19
70.58,-83.34
70.61,-80.47
70.64,-75.67
70.67,-74.41
70.69,-77.91
70.72,-83.43
70.75,-85.66
70.77,-84.02
70.80,-83.26
70.83,-82.13
70.85,-82.46
70.88,-85.38
70.91,-83.77
70.94,-86.17
70.96,-86.17
70.99,-89.77
71.02,-85.81
71.04,-85.21
71.07,-85.28
71.10,-83.74
71.13,-82.45
71.15,-76.71
71.18,-76.79
71.21,-80.15
71.23,-79.66
71.26,-79.09
71.29,-80.85
71.32,-83.76
71.34,-82.73
71.37,-81.64
71.40,-82.52
71.42,-84.53
71.45,-83.73
71.48,-85.74
71.51,-92.09
71.53,-78.96
71.56,-78.55
71.59,-89.79
71.61,-84.26
71.64,-84.66
71.67,-82.48
71.70,-80.85
71.72,-80.74
71.75,-89.70
71.78,-83.54
71.80,-81.97
71.83,-82.73
71.86,-80.57
71.89,-83.44
71.91,-83.75
71.94,-86.11
71.97,-80.76
71.99,-72.92
72.02,-73.41
72.05,-81.26
72.08,-83.74
72.10,-82.30
72.13,-84.11
72.16,-76.97
72.18,-67.11
72.21,-67.24
72.24,-83.24
72.27,-80.20
72.29,-76.97
72.32,-77.12
72.35,-82.53
72.37,-79.37
72.40,-80.22
72.43,-85.69
72.45,-84.79
72.48,-81.79
72.51,-84.49
72.54,-79.72
72.56,-79.45
72.59,-80.47
72.62,-82.54
72.64,-83.18
72.67,-82.63
72.70,-88.48
72.73,-83.42
72.75,-84.17
72.78,-81.66
72.81,-82.25
72.83,-73.16
72.86,-73.08
72.89,-84.57
72.92,-75.68
72.94,-72.90
72.97,-74.41
73.00,-88.22
73.02,-86.43
73.05,-84.07
73.08,-84.47
73.11,-83.03
73.13,-83.00
73.16,-83.97
73.19,-84.13
73.21,-82.77
73.24,-85.87
73.27,-85.99
73.30,-87.52
73.32,-88.00
73.35,-83.72
73.38,-81.59
73.40,-82.68
73.43,-85.06
73.46,-83.22
73.49,-83.14
73.51,-89.90
73.54,-84.09
73.57,-83.92
73.59,-81.59
73.62,-81.48
73.65,-87.37
73.68,-90.30
73.70,-75.31
73.73,-72.90
73.76,-76.20
73.78,-86.65
73.81,-90.03
73.84,-87.76
73.87,-83.23
73.89,-82.72
73.92,-85.04
73.95,-87.81
73.97,-86.98
74.00,-86.79
74.03,-87.00
74.06,-86.12
74.08,-82.83
74.11,-82.82
74.14,-79.96
74.16,-79.97
74.19,-81.12
74.22,-59.33
74.24,-55.92
74.27,-58.33
74.30,-78.01
74.33,-90.07
74.35,-77.67
74.38,-77.64
74.41,-86.46
74.43,-85.59
74.46,-86.96
74.49,-91.53
74.52,-86.55
74.54,-85.82
74.57,-86.74
74.60,-84.33
74.62,-86.51
74.65,-80.73
74.68,-79.84
74.71,-83.28
74.73,-87.69
74.76,-89.30
74.79,-86.53
74.81,-80.37
74.84,-81.79
74.87,-83.63
74.90,-94.42
74.92,-89.99
74.95,-85.60
74.95,-85.93
74.98,-87.21
75.00,-88.83
75.03,-89.58
75.06,-90.42
75.09,-89.48
75.11,-95.40
75.14,-90.96
75.17,-82.40
75.19,-80.96
75.22,-82.89
75.25,-68.42
75.28,-68.12
75.30,-76.83
75.33,-80.00
75.36,-79.01
75.38,-80.41
75.41,-86.22
75.44,-80.94
75.47,-80.72
75.49,-78.24
75.52,-78.01
75.55,-81.43
75.57,-81.08
75.60,-76.95
75.63,-74.84
75.66,-74.91
75.68,-76.69
75.71,-76.40
75.74,-77.62
75.76,-77.31
75.79,-79.94
75.82,-79.86
75.84,-68.84
75.87,-68.35
75.90,-75.71
75.93,-68.34
75.95,-68.09
75.98,-71.95
76.01,-79.19
76.03,-79.87
76.06,-79.35
76.09,-76.30
76.12,-75.24
76.14,-78.86
76.17,-76.61
76.20,-76.15
76.22,-81.27
76.25,-73.03
76.28,-73.71
76.31,-78.96
76.33,-79.68
76.36,-79.45
76.39,-79.38
76.41,-79.06
76.44,-81.22
76.47,-80.37
76.50,-77.35
76.52,-78.51
76.55,-77.29
76.58,-73.07
76.60,-73.65
76.63,-84.45
76.66,-77.81
76.69,-77.28
76.71,-77.32
76.74,-73.02
76.77,-70.52
76.79,-69.16
76.82,-69.95
76.85,-75.56
76.88,-75.03
76.90,-76.77
76.93,-77.45
76.96,-77.56
76.98,-77.38
77.01,-77.89
77.04,-77.80
77.07,-77.34
77.09,-77.39
77.12,-81.07
77.15,-75.90
77.17,-77.65
77.20,-76.57
77.23,-79.02
77.26,-76.89
77.28,-77.05
77.31,-74.70
77.34,-75.12
77.36,-79.94
77.39,-79.31
77.42,-76.33
77.44,-74.27
77.47,-74.25
77.50,-78.20
77.53,-77.19
77.55,-77.71
77.58,-80.35
77.61,-76.27
77.63,-77.27
77.66,-78.36
77.69,-76.54
77.72,-73.49
77.74,-72.25
77.77,-72.30
77.80,-76.80
77.82,-81.05
77.85,-75.80
77.88,-75.84
77.91,-74.95
77.93,-75.43
77.96,-79.89
77.99,-75.50
78.01,-74.98
78.04,-78.10
78.07,-83.77
78.10,-81.04
78.12,-87.64
78.15,-82.43
78.18,-79.90
78.20,-89.23
78.23,-76.75
78.26,-76.65
78.29,-82.85
78.31,-75.27
78.34,-73.63
78.37,-76.88
78.39,-78.02
78.42,-74.77
78.45,-74.77
78.48,-78.27
78.50,-75.22
78.53,-77.23
78.56,-76.37
78.58,-75.52
78.61,-75.73
78.64,-80.65
78.67,-80.74
78.69,-81.38
78.72,-76.60
78.75,-76.78
78.77,-83.18
78.80,-83.08
78.83,-84.81
78.86,-79.27
78.88,-76.31
78.91,-76.95
78.94,-80.88
78.96,-81.15
78.99,-85.12
79.02,-85.16
79.05,-83.88
79.07,-84.09
79.10,-79.01
79.13,-77.63
79.15,-77.19
79.18,-77.95
79.21,-80.48
79.23,-80.80
79.26,-83.12
79.29,-86.15
79.32,-82.06
79.34,-81.79
79.37,-81.59
79.40,-81.59
79.42,-80.87
79.45,-79.74
79.48,-82.51
79.51,-85.06
79.53,-88.17
79.56,-89.10
79.59,-85.71
79.61,-81.18
79.64,-82.49
79.67,-87.99
79.70,-85.00
79.72,-89.93
79.75,-81.97
79.78,-81.95
79.80,-81.81
79.83,-82.57
79.86,-77.85
79.89,-78.23
79.91,-84.53
79.94,-86.77
79.97,-76.21
79.99,-71.14
80.02,-72.10
80.05,-86.25
80.08,-78.60
80.10,-78.56
80.13,-85.99
80.16,-99.65
80.18,-87.41
80.21,-80.30
80.24,-80.19
80.27,-87.12
80.29,-89.53
80.32,-86.68
80.35,-86.76
80.37,-89.06
80.40,-86.96
80.43,-86.70
80.46,-85.89
80.48,-84.06
80.51,-86.22
80.54,-90.69
80.56,-91.45
80.59,-92.35
80.62,-85.19
80.65,-85.19
80.67,-79.57
80.70,-79.22
80.73,-84.30
80.75,-96.25
80.78,-91.50
80.81,-90.64
80.83,-92.04
80.86,-92.76
80.89,-93.99
80.92,-99.57
80.94,-89.23
80.97,-87.11
81.00,-91.38
81.02,-95.17
81.05,-88.67
81.08,-88.61
81.11,-94.35
81.13,-81.92
81.16,-81.56
81.19,-84.20
81.21,-84.99
81.24,-85.43
81.27,-88.50
81.30,-88.80
81.32,-90.54
81.35,-88.66
81.38,-85.23
81.40,-83.88
81.43,-84.04
81.46,-86.38
81.49,-84.36
81.51,-84.68
81.54,-91.31
81.57,-88.07
81.59,-87.26
81.62,-89.66
81.65,-85.62
81.68,-85.29
81.70,-89.17
81.73,-87.25
81.76,-85.99
81.78,-85.46
81.81,-89.02
81.84,-90.98
81.87,-93.00
81.89,-88.17
81.92,-85.56
81.95,-86.19
81.97,-94.07
82.00,-88.94
82.03,-88.12
82.06,-90.49
82.08,-91.45
82.11,-85.78
82.14,-80.71
82.16,-79.76
82.19,-81.11
82.22,-82.53
82.25,-81.45
82.27,-85.09
82.30,-89.82
82.33,-87.30
82.35,-85.43
82.38,-86.81
82.41,-88.84
82.44,-91.38
82.46,-79.61
82.49,-78.90
82.52,-80.91
82.54,-84.72
82.57,-83.73
82.60,-81.76
82.62,-83.52
82.65,-83.29
82.68,-87.27
82.71,-86.00
82.73,-87.33
82.76,-85.38
82.79,-89.16
82.81,-80.42
82.84,-80.51
82.87,-89.59
82.90,-89.75
82.92,-78.05
82.95,-76.57
82.98,-81.57
83.00,-91.84
83.03,-85.40
83.06,-86.19
83.09,-87.84
83.11,-87.88
83.14,-86.04
83.17,-85.98
83.19,-86.92
83.22,-86.85
83.25,-88.60
83.28,-82.79
83.30,-81.49
83.33,-83.59
83.36,-82.65
83.38,-80.63
83.41,-78.06
83.44,-79.91
83.47,-87.22
83.49,-85.22
83.52,-84.99
83.55,-84.58
83.57,-89.35
83.60,-87.46
83.63,-87.65
83.66,-83.41
83.68,-81.96
83.71,-83.40
83.74,-83.66
83.76,-82.82
83.79,-86.01
83.82,-88.09
83.85,-97.67
83.87,-91.61
83.90,-90.84
83.93,-83.73
83.95,-82.74
83.98,-72.92
84.01,-72.34
84.04,-80.03
84.06,-86.10
84.09,-86.10
84.12,-83.10
84.14,-82.34
84.17,-83.40
84.20,-82.10
84.22,-81.05
84.25,-84.44
84.28,-82.87
84.31,-82.51
84.33,-84.50
84.36,-85.31
84.39,-88.90
84.41,-87.79
84.44,-81.71
84.47,-71.66
84.50,-71.74
84.52,-79.50
84.55,-76.18
84.58,-76.24
84.60,-85.15
84.63,-84.36
84.66,-92.61
84.69,-94.36
84.71,-79.71
84.74,-82.69
84.77,-84.28
84.79,-83.78
84.82,-90.44
84.85,-89.98
84.88,-88.98
84.90,-76.28
84.93,-75.88
84.96,-79.75
84.98,-85.79
85.01,-80.73
85.04,-80.88
85.07,-88.82
85.09,-81.65
85.12,-81.50
85.15,-82.40
85.17,-82.52
85.20,-83.98
85.23,-83.71
85.26,-88.65
85.28,-89.19
85.31,-91.60
85.34,-80.16
85.36,-84.62
85.39,-86.54
85.42,-80.71
85.45,-80.41
85.47,-85.38
85.50,-80.01
85.53,-80.19
85.55,-86.78
85.58,-83.04
85.61,-72.99
85.64,-64.42
85.66,-64.53
85.69,-75.61
85.72,-87.92
85.74,-85.03
85.77,-83.00
85.80,-83.63
85.82,-83.19
85.85,-82.42
85.88,-85.75
85.91,-85.17
85.93,-85.80
85.96,-85.82
85.99,-80.83
86.01,-77.20
86.04,-79.72
86.07,-85.48
86.10,-77.91
86.12,-76.20
86.15,-79.55
86.18,-86.64
86.20,-83.42
86.23,-82.54
86.26,-86.22
86.29,-89.50
86.31,-82.67
86.34,-81.63
86.37,-83.64
86.39,-89.32
86.42,-80.55
86.45,-80.42
86.48,-86.41
86.50,-86.34
86.53,-85.37
86.56,-84.92
86.58,-83.40
86.61,-80.15
86.64,-82.15
86.67,-94.40
86.69,-96.31
86.72,-88.10
86.75,-87.38
86.77,-78.18
86.80,-78.17
86.83,-85.78
86.86,-81.44
86.88,-80.78
86.91,-83.30
86.94,-83.14
86.96,-83.81
86.99,-78.31
87.02,-78.47
87.05,-75.07
87.07,-75.51
87.10,-89.60
87.13,-77.86
87.15,-77.86
87.18,-82.39
87.21,-80.82
87.24,-79.22
87.26,-78.04
87.29,-78.12
87.32,-81.87
87.34,-77.80
87.37,-77.65
87.40,-78.61
87.42,-78.00
87.42,-77.21
87.45,-85.17
87.48,-90.59
87.51,-78.18
87.53,-68.55
87.56,-68.44
87.59,-75.96
87.61,-77.17
87.64,-76.74
87.67,-79.10
87.70,-79.29
87.72,-79.49
87.75,-85.79
87.78,-84.98
87.80,-82.00
87.83,-76.10
87.86,-75.94
87.89,-78.54
87.91,-78.44
87.94,-79.48
87.97,-77.69
87.99,-78.35
88.02,-81.56
88.05,-86.76
88.08,-78.76
88.10,-85.39
88.13,-85.42
88.16,-75.63
88.18,-71.23
88.21,-71.27
88.24,-76.29
88.27,-78.47
88.29,-75.90
88.32,-77.63
88.35,-75.42
88.37,-75.43
88.40,-76.48
88.43,-77.61
88.46,-67.84
88.48,-67.76
88.51,-73.21
88.54,-75.89
88.56,-75.57
88.59,-74.94
88.62,-76.11
88.65,-74.58
88.67,-76.91
88.70,-85.79
88.73,-73.51
88.75,-75.74
88.78,-83.09
88.81,-79.40
88.84,-75.92
88.86,-75.47
88.89,-71.30
88.92,-71.24
88.94,-72.74
88.97,-74.26
89.00,-76.12
89.03,-76.13
89.05,-80.10
89.08,-69.49
89.11,-69.40
89.13,-78.56
89.16,-82.79
89.19,-77.82
89.21,-77.70
89.24,-78.56
89.27,-77.47
89.30,-79.44
89.32,-77.16
89.35,-76.59
89.38,-79.63
89.40,-78.49
89.43,-74.46
89.46,-74.53
89.49,-76.78
89.51,-77.45
89.54,-77.60
89.57,-75.07
89.59,-74.71
89.62,-78.40
89.65,-82.23
89.68,-75.97
89.70,-76.29
89.73,-83.95
89.76,-76.01
89.78,-72.44
89.81,-74.32
89.84,-75.40
89.87,-69.33
89.89,-69.22
89.92,-76.92
89.95,-82.35
89.97,-79.41
90.00,-81.54
90.03,-79.05
90.06,-75.60
90.08,-75.84
90.11,-84.83
90.14,-83.33
90.16,-85.16
90.19,-84.77
90.22,-75.92
90.25,-75.90
90.27,-82.93
90.30,-80.45
90.33,-77.84
90.35,-75.83
90.38,-75.77
90.41,-79.43
90.44,-81.12
90.46,-79.20
90.49,-77.32
90.52,-77.26
90.54,-80.25
90.57,-85.36
90.60,-75.01
90.63,-74.07
90.65,-77.95
90.68,-77.86
90.71,-80.94
90.73,-84.28
90.76,-77.42
90.79,-77.07
90.81,-76.64
90.84,-86.05
90.87,-80.19
90.90,-78.85
90.92,-85.60
90.95,-85.47
90.98,-89.00
91.00,-88.88
91.03,-80.82
91.06,-67.17
91.09,-64.28
91.11,-66.93
91.14,-76.89
91.17,-75.78
91.19,-75.65
91.22,-78.05
91.25,-76.77
91.28,-66.24
91.30,-66.22
91.33,-71.36
91.36,-80.75
91.38,-76.12
91.41,-77.41
91.44,-84.40
91.47,-87.68
91.49,-87.04
91.52,-84.99
91.55,-83.34
91.57,-85.36
91.60,-85.59
91.63,-81.66
91.66,-81.67
91.68,-84.30
91.71,-82.75
91.74,-83.05
91.76,-72.79
91.79,-72.88
91.82,-81.59
91.85,-80.76
91.87,-80.43
91.90,-83.31
91.93,-82.50
91.95,-82.39
