Frequency (Hz),Level (dBm)
61.00,-84.11
61.10,-82.79
61.20,-85.08
61.30,-83.44
61.40,-79.20
61.50,-78.35
61.60,-82.03
61.70,-83.02
61.80,-81.90
61.90,-83.75
62.00,-82.62
62.10,-81.74
62.20,-82.14
62.30,-81.33
62.40,-82.07
62.50,-82.03
62.60,-80.72
62.70,-82.10
62.80,-81.75
62.90,-80.16
63.00,-78.86
63.10,-81.39
63.20,-82.83
63.30,-82.31
63.40,-81.74
63.50,-83.60
63.60,-82.88
63.70,-82.07
63.80,-84.70
63.90,-83.96
64.00,-84.49
64.10,-85.17
64.20,-85.39
64.30,-84.94
64.40,-84.30
64.50,-82.19
64.60,-84.39
64.70,-82.27
64.80,-87.18
64.90,-85.18
65.00,-86.13
65.10,-87.25
65.20,-84.01
65.30,-84.98
65.40,-85.51
65.50,-85.37
65.60,-83.50
65.70,-83.91
65.80,-84.48
65.90,-84.51
66.00,-81.45
66.10,-81.71
66.20,-84.54
66.30,-84.82
66.40,-84.56
66.50,-85.82
66.60,-85.67
66.70,-83.94
66.80,-86.22
66.90,-84.72
67.00,-85.09
67.10,-86.03
67.20,-85.41
67.30,-84.74
67.40,-82.59
67.50,-83.76
67.60,-83.68
67.70,-85.73
67.80,-83.77
67.90,-84.74
68.00,-85.42
68.10,-84.27
68.20,-84.39
68.30,-84.55
68.40,-83.86
68.50,-81.32
68.60,-84.37
68.70,-83.42
68.80,-83.62
68.90,-83.94
69.00,-82.43
69.10,-82.18
69.20,-80.84
69.30,-83.17
69.40,-83.53
69.50,-84.11
69.60,-81.30
69.70,-80.91
69.80,-83.61
69.90,-83.47
70.00,-81.94
70.10,-81.73
70.20,-83.22
70.30,-83.27
70.40,-84.63
70.50,-83.52
70.60,-83.64
70.70,-85.53
70.80,-84.18
70.90,-83.87
71.00,-85.09
71.10,-84.71
71.20,-83.89
71.30,-84.87
71.40,-85.82
71.50,-86.01
71.60,-84.16
71.70,-82.50
71.80,-86.18
71.90,-86.29
72.00,-83.36
72.10,-83.73
72.20,-80.76
72.30,-85.37
72.40,-84.64
72.50,-85.06
72.60,-84.44
72.70,-85.87
72.80,-84.34
72.90,-83.82
73.00,-83.28
73.10,-84.98
73.20,-83.69
73.30,-86.31
73.40,-84.13
73.50,-85.44
73.60,-84.05
73.70,-82.66
73.80,-84.11
73.90,-84.45
74.00,-84.93
74.10,-75.69
74.20,-66.27
74.30,-67.19
74.40,-79.94
74.50,-84.97
74.60,-85.54
74.70,-85.69
74.80,-85.15
74.90,-85.02
75.00,-85.37
75.10,-85.18
75.20,-77.60
75.30,-78.54
75.40,-83.70
75.50,-83.20
75.60,-80.02
75.70,-78.94
75.80,-77.44
75.90,-78.21
76.00,-80.47
76.10,-81.26
76.20,-81.54
76.30,-80.36
76.40,-80.96
76.50,-78.79
76.60,-82.00
76.70,-80.28
76.80,-77.85
76.90,-79.70
77.00,-80.21
77.10,-80.22
77.20,-79.38
77.30,-80.12
77.40,-79.63
77.50,-81.27
77.60,-81.86
77.70,-82.53
77.80,-83.12
77.90,-82.89
78.00,-79.47
78.10,-82.81
78.20,-84.20
78.30,-78.28
78.40,-80.59
78.50,-79.98
78.60,-82.34
78.70,-84.07
78.80,-84.13
78.90,-84.55
79.00,-86.19
79.10,-86.38
79.20,-85.52
79.30,-85.89
79.40,-85.63
79.50,-86.17
79.60,-85.40
79.70,-85.02
79.80,-83.54
79.90,-84.18
80.00,-84.37
80.10,-87.14
80.20,-86.57
80.30,-85.34
80.40,-86.23
80.50,-85.88
80.60,-86.58
80.70,-87.34
80.80,-86.23
80.90,-86.51
81.00,-86.34
81.10,-85.08
81.20,-85.61
81.30,-85.04
81.40,-83.65
81.50,-85.24
81.60,-83.44
81.70,-83.68
81.80,-86.07
81.90,-85.42
82.00,-86.27
82.10,-84.80
82.20,-85.46
82.30,-84.98
82.40,-85.53
82.50,-83.82
82.60,-84.97
82.70,-85.47
82.80,-83.79
82.90,-83.66
83.00,-84.17
83.10,-85.42
83.20,-86.06
83.30,-85.48
83.40,-86.91
83.50,-85.76
83.60,-85.39
83.70,-86.90
83.80,-86.95
83.90,-83.55
84.00,-78.68
84.10,-84.40
84.20,-85.85
84.30,-84.51
84.40,-85.81
84.50,-84.07
84.60,-86.78
84.70,-86.11
84.80,-86.31
84.90,-86.01
85.00,-84.10
85.10,-82.24
85.20,-86.12
85.30,-85.61
85.40,-84.83
85.50,-85.10
85.60,-77.47
85.70,-78.92
85.80,-85.30
85.90,-85.22
86.00,-85.63
86.10,-83.84
86.20,-84.94
86.30,-84.64
86.40,-85.16
86.50,-84.87
86.60,-83.99
86.70,-86.90
86.80,-83.69
86.90,-83.49
87.00,-83.36
87.10,-81.51
87.20,-79.32
87.30,-81.21
87.40,-84.22
87.50,-80.80
87.60,-81.86
87.70,-83.14
87.80,-82.18
87.90,-81.35
88.00,-82.09
88.10,-79.83
88.20,-79.76
88.30,-79.60
88.40,-80.06
88.50,-78.43
88.60,-81.94
88.70,-80.27
88.80,-82.36
88.90,-82.19
89.00,-82.09
89.10,-83.53
89.20,-84.74
89.30,-83.00
89.40,-82.22
89.50,-82.61
89.60,-82.75
89.70,-81.73
89.80,-82.76
89.90,-83.38
90.00,-82.67
90.10,-85.70
90.20,-84.91
90.30,-83.01
90.40,-85.20
90.50,-85.97
90.60,-86.26
90.70,-86.05
90.80,-85.46
90.90,-85.19
91.00,-82.71
91.10,-80.58
91.20,-81.21
91.30,-78.61
91.40,-84.13
91.50,-86.75
91.60,-86.29
91.70,-83.08
91.80,-82.81
91.90,-85.69
92.00,-85.64
92.10,-82.36
92.20,-80.11
92.30,-85.09
92.40,-83.46
92.50,-86.01
92.60,-83.20
92.70,-83.68
92.80,-83.04
92.90,-84.87
93.00,-82.45
93.10,-83.38
93.20,-82.40
93.30,-82.54
93.40,-83.08
93.50,-83.12
93.60,-81.47
93.70,-81.77
93.80,-83.21
93.90,-81.18
94.00,-78.66
94.10,-77.94
94.20,-80.03
94.30,-81.75
94.40,-80.85
94.50,-82.94
94.60,-82.02
94.70,-80.52
94.80,-78.60
94.90,-73.34
95.00,-76.59
95.10,-81.19
95.20,-81.99
95.30,-82.42
95.40,-81.43
95.50,-82.93
95.60,-83.45
95.70,-82.04
95.80,-79.29
95.90,-77.08
96.00,-79.15
96.00,-78.99
96.03,-82.18
96.06,-83.83
96.09,-83.87
96.12,-82.28
96.15,-83.21
96.18,-82.92
96.21,-84.88
96.24,-84.00
96.27,-81.76
96.30,-83.34
96.33,-84.33
96.37,-82.61
96.40,-86.03
96.43,-84.05
96.46,-83.86
96.49,-85.15
96.52,-85.62
96.55,-85.40
96.58,-84.84
96.61,-83.43
96.64,-85.20
96.67,-83.36
96.70,-84.33
96.73,-83.70
96.76,-82.46
96.79,-82.97
96.82,-86.63
96.85,-85.47
96.88,-83.16
96.91,-82.49
96.94,-81.77
96.97,-84.49
97.00,-83.53
97.03,-83.63
97.07,-84.82
97.10,-87.18
97.13,-83.68
97.16,-86.09
97.19,-83.50
97.22,-82.71
97.25,-81.75
97.28,-83.30
97.31,-83.53
97.34,-83.31
97.37,-82.75
97.40,-84.08
97.43,-81.12
97.46,-84.95
97.49,-84.40
97.52,-84.96
97.55,-85.07
97.58,-86.47
97.61,-85.97
97.64,-84.52
97.67,-85.01
97.70,-84.15
97.73,-86.19
97.77,-86.30
97.80,-86.49
97.83,-85.64
97.86,-84.38
97.89,-86.23
97.92,-87.46
97.95,-87.35
97.98,-85.74
98.01,-85.13
98.04,-87.46
98.07,-82.16
98.10,-82.89
98.13,-84.44
98.16,-84.79
98.19,-85.17
98.22,-86.43
98.25,-84.71
98.28,-85.88
98.31,-85.89
98.34,-85.76
98.37,-87.80
98.40,-85.06
98.43,-84.66
98.47,-87.09
98.50,-86.70
98.53,-82.87
98.56,-86.10
98.59,-85.82
98.62,-85.12
98.65,-86.86
98.68,-84.53
98.71,-86.63
98.74,-86.09
98.77,-84.87
98.80,-85.29
98.83,-87.57
98.86,-86.01
98.89,-87.46
98.92,-83.90
98.95,-85.56
98.98,-86.63
99.01,-89.01
99.04,-84.67
99.07,-83.95
99.10,-85.26
99.13,-86.41
99.17,-85.67
99.20,-86.02
99.23,-82.97
99.26,-86.69
99.29,-87.04
99.32,-86.74
99.35,-86.81
99.38,-87.81
99.41,-86.55
99.44,-85.28
99.47,-87.45
99.50,-84.01
99.53,-87.09
99.56,-86.56
99.59,-85.24
99.62,-86.99
99.65,-88.85
99.68,-87.25
99.71,-85.18
99.74,-85.75
99.77,-84.17
99.80,-87.23
99.83,-81.27
99.87,-83.32
99.90,-83.70
99.93,-82.05
99.96,-80.46
99.99,-85.10
100.02,-80.47
100.05,-87.16
100.08,-86.14
100.11,-86.49
100.14,-85.60
100.17,-89.38
100.20,-89.25
100.23,-85.51
100.26,-86.89
100.29,-84.74
100.32,-86.27
100.35,-87.07
100.38,-89.84
100.41,-86.15
100.44,-85.83
100.47,-87.25
100.50,-86.40
100.53,-86.36
100.57,-86.23
100.60,-85.24
100.63,-84.89
100.66,-86.72
100.69,-83.52
100.72,-85.86
100.75,-87.00
100.78,-85.43
100.81,-85.01
100.84,-89.11
100.87,-86.05
100.90,-83.58
100.93,-86.24
100.96,-86.43
100.99,-86.11
101.02,-83.87
101.05,-85.41
101.08,-87.99
101.11,-88.16
101.14,-88.31
101.17,-83.37
101.20,-87.12
101.23,-83.97
101.27,-88.40
101.30,-84.33
101.33,-85.62
101.36,-85.36
101.39,-86.09
101.42,-87.68
101.45,-86.88
101.48,-87.52
101.51,-84.98
101.54,-87.68
101.57,-83.04
101.60,-87.53
101.63,-88.81
101.66,-84.58
101.69,-85.73
101.72,-88.84
101.75,-86.97
101.78,-88.22
101.81,-84.41
101.84,-87.59
101.87,-85.84
101.90,-86.58
101.93,-87.45
101.97,-87.15
102.00,-85.87
102.03,-85.23
102.06,-82.65
102.09,-81.97
102.12,-81.95
102.15,-85.17
102.18,-87.04
102.21,-85.37
102.24,-88.38
102.27,-87.74
102.30,-86.61
102.33,-89.89
102.36,-89.11
102.39,-87.11
102.42,-88.08
102.45,-86.99
102.48,-88.84
102.51,-87.33
102.54,-83.93
102.57,-87.84
102.60,-88.05
102.63,-87.68
102.67,-83.09
102.70,-86.55
102.73,-87.77
102.76,-86.13
102.79,-85.40
102.82,-88.81
102.85,-85.96
102.88,-84.89
102.91,-86.34
102.94,-86.81
102.97,-86.00
103.00,-88.33
103.03,-85.63
103.06,-83.03
103.09,-84.56
103.12,-87.01
103.15,-86.18
103.18,-86.95
103.21,-86.81
103.24,-85.65
103.27,-87.75
103.30,-87.88
103.33,-86.95
103.37,-87.55
103.40,-87.71
103.43,-87.39
103.46,-86.65
103.49,-85.85
103.52,-87.82
103.55,-85.03
103.58,-85.20
103.61,-85.51
103.64,-85.52
103.67,-86.03
103.70,-88.03
103.73,-84.79
103.76,-86.07
103.79,-87.20
103.82,-86.90
103.85,-87.93
103.88,-86.62
103.91,-85.86
103.94,-87.86
103.97,-83.13
104.00,-85.14
104.03,-83.99
104.07,-81.69
104.10,-85.52
104.13,-85.58
104.16,-84.30
104.19,-84.85
104.22,-85.08
104.25,-83.50
104.28,-85.43
104.31,-87.20
104.34,-82.34
104.37,-82.55
104.40,-81.33
104.43,-80.76
104.46,-80.19
104.49,-80.54
104.52,-81.64
104.55,-82.31
104.58,-82.15
104.61,-81.94
104.64,-83.44
104.67,-81.64
104.70,-81.65
104.73,-85.81
104.77,-82.63
104.80,-84.85
104.83,-85.53
104.86,-82.32
104.89,-80.77
104.92,-81.56
104.95,-81.93
104.98,-84.84
105.01,-85.15
105.04,-84.16
105.07,-85.91
105.10,-83.64
105.13,-84.89
105.16,-82.22
105.19,-85.10
105.22,-84.76
105.25,-84.33
105.28,-83.14
105.31,-82.31
105.34,-83.67
105.37,-85.93
105.40,-82.49
105.43,-83.24
105.47,-84.15
105.50,-81.72
105.53,-84.18
105.56,-83.05
105.59,-82.00
105.62,-82.94
105.65,-80.08
105.68,-80.85
105.71,-82.56
105.74,-81.86
105.77,-80.91
105.80,-82.02
105.83,-81.34
105.86,-82.03
105.89,-80.60
105.92,-79.02
105.95,-82.88
105.98,-80.50
106.01,-81.44
106.04,-80.26
106.07,-83.06
106.10,-81.30
106.13,-83.55
106.17,-79.58
106.20,-82.32
106.23,-84.90
106.26,-82.74
106.29,-80.13
106.32,-83.70
106.35,-83.73
106.38,-84.32
106.41,-84.36
106.44,-83.08
106.47,-81.18
106.50,-83.69
106.53,-83.51
106.56,-80.24
106.59,-83.29
106.62,-83.54
106.65,-82.34
106.68,-83.44
106.71,-80.95
106.74,-83.87
106.77,-82.54
106.80,-81.34
106.83,-81.02
106.87,-85.81
106.90,-82.60
106.93,-84.40
106.96,-83.83
106.99,-81.27
107.02,-83.43
107.05,-79.79
107.08,-80.66
107.11,-77.32
107.14,-82.07
107.17,-79.52
107.20,-79.41
107.23,-79.84
107.26,-79.98
107.29,-78.18
107.32,-79.56
107.35,-82.40
107.38,-82.39
107.41,-80.15
107.44,-81.49
107.47,-78.82
107.50,-81.60
107.53,-80.80
107.57,-81.92
107.60,-83.86
107.63,-85.05
107.66,-83.15
107.69,-86.46
107.72,-83.53
107.75,-84.24
107.78,-84.34
107.81,-84.55
107.84,-85.82
107.87,-83.74
107.90,-87.64
107.93,-86.30
107.96,-84.78
107.99,-87.03
108.02,-85.70
108.05,-87.43
108.08,-85.90
108.11,-83.34
108.14,-85.42
108.17,-86.37
108.20,-83.84
108.23,-84.68
108.27,-82.61
108.30,-85.79
108.33,-86.60
108.36,-86.12
108.39,-90.40
108.42,-85.39
108.45,-85.10
108.48,-85.78
108.51,-84.07
108.54,-86.16
108.57,-87.18
108.60,-84.32
108.63,-83.39
108.66,-82.05
108.69,-80.45
108.72,-81.70
108.75,-81.85
108.78,-82.52
108.81,-85.85
108.84,-86.06
108.87,-86.43
108.90,-88.34
108.93,-90.99
108.97,-85.66
109.00,-83.15
109.03,-85.96
109.06,-85.18
109.09,-84.09
109.12,-86.39
109.15,-85.87
109.18,-85.54
109.21,-85.68
109.24,-86.67
109.27,-86.33
109.30,-85.96
109.33,-86.67
109.36,-85.99
109.39,-85.33
109.42,-86.54
109.45,-85.55
109.48,-82.89
109.51,-84.26
109.54,-83.33
109.57,-84.02
109.60,-83.72
109.63,-82.68
109.67,-84.34
109.70,-84.04
109.73,-84.75
109.76,-83.76
109.79,-82.28
109.82,-82.58
109.85,-84.03
109.88,-84.41
109.91,-81.89
109.94,-77.74
109.97,-78.45
110.00,-80.39
170.00,-80.44
170.10,-80.54
170.20,-80.68
170.30,-79.37
170.40,-80.15
170.50,-79.40
170.60,-80.26
170.70,-80.38
170.80,-80.90
170.90,-82.14
171.00,-81.22
171.10,-80.18
171.20,-77.91
171.30,-79.11
171.40,-81.38
171.50,-79.43
171.60,-80.79
171.70,-81.81
171.80,-79.04
171.90,-79.46
172.00,-76.93
172.10,-77.66
172.20,-80.95
172.30,-79.86
172.40,-80.21
172.50,-81.01
172.60,-78.20
172.70,-77.10
172.80,-78.90
172.90,-79.54
173.00,-80.01
173.10,-79.93
173.20,-80.90
173.30,-78.02
173.40,-79.02
173.50,-79.02
173.60,-80.90
173.70,-80.36
173.80,-80.80
173.90,-78.31
174.00,-80.93
174.10,-79.76
174.20,-78.10
174.30,-78.80
174.40,-79.30
174.50,-78.89
174.60,-79.15
174.70,-79.54
174.80,-80.58
174.90,-80.17
175.00,-81.08
175.10,-78.52
175.20,-80.88
175.30,-79.88
175.40,-79.17
175.50,-78.90
175.60,-80.43
175.70,-77.93
175.80,-79.66
175.90,-79.74
176.00,-81.45
176.10,-79.74
176.20,-79.89
176.30,-80.57
176.40,-79.79
176.50,-78.70
176.60,-76.98
176.70,-77.23
176.80,-82.11
176.90,-79.51
177.00,-79.81
177.10,-80.22
177.20,-79.37
177.30,-80.10
177.40,-80.57
177.50,-78.19
177.60,-79.78
177.70,-79.97
177.80,-80.90
177.90,-79.22
178.00,-81.30
178.10,-77.51
178.20,-78.77
178.30,-80.54
178.40,-80.36
178.50,-80.01
178.60,-78.25
178.70,-78.90
178.80,-79.02
178.90,-79.54
179.00,-78.40
179.10,-78.95
179.20,-77.54
179.30,-78.22
179.40,-80.21
179.50,-78.75
179.60,-77.13
179.70,-72.91
179.80,-75.17
179.90,-77.15
180.00,-77.73
180.10,-78.52
180.20,-78.78
180.30,-78.32
180.40,-77.52
180.50,-78.22
180.60,-78.79
180.70,-79.48
180.80,-78.64
180.90,-80.75
181.00,-76.86
181.10,-78.19
181.20,-75.82
181.30,-76.71
181.40,-77.34
181.50,-78.61
181.60,-78.85
181.70,-77.26
181.80,-79.43
181.90,-81.12
182.00,-81.34
182.10,-78.47
182.20,-80.76
182.30,-83.02
182.40,-81.98
182.50,-78.61
182.60,-77.71
182.70,-75.75
182.80,-74.14
182.90,-80.84
183.00,-81.52
183.10,-80.90
183.20,-81.58
183.30,-82.73
183.40,-82.22
183.50,-81.11
183.60,-81.25
183.70,-81.01
183.80,-80.00
183.90,-79.55
184.00,-77.05
184.10,-78.35
184.20,-78.20
184.30,-77.24
184.40,-77.42
184.50,-74.87
184.60,-76.04
184.70,-77.43
184.80,-78.26
184.90,-76.56
185.00,-77.15
185.10,-75.73
185.20,-76.81
185.30,-76.56
185.40,-76.42
185.50,-76.42
185.60,-74.01
185.70,-73.95
185.80,-71.33
185.90,-74.01
186.00,-72.73
186.10,-73.84
186.20,-74.56
186.30,-75.71
186.40,-73.67
186.50,-78.71
186.60,-75.70
186.70,-75.14
186.80,-75.38
186.90,-77.15
187.00,-75.90
187.10,-74.29
187.20,-75.91
187.30,-75.04
187.40,-76.75
187.50,-79.18
187.60,-79.58
187.70,-79.97
187.80,-79.66
187.90,-82.21
188.00,-83.62
188.10,-82.33
188.20,-82.12
188.30,-82.02
188.40,-82.62
188.50,-81.69
188.60,-79.68
188.70,-76.90
188.80,-80.05
188.90,-77.24
189.00,-78.92
189.10,-81.75
189.20,-81.49
189.30,-82.73
189.40,-83.48
189.50,-81.38
189.60,-81.73
189.70,-79.71
189.80,-79.68
189.90,-77.67
190.00,-77.75
190.10,-75.63
190.20,-74.96
190.30,-76.55
190.40,-76.82
190.50,-77.63
190.60,-79.56
190.70,-78.14
190.80,-78.46
190.90,-76.81
191.00,-77.82
191.10,-77.79
191.20,-76.86
191.30,-74.94
191.40,-75.69
191.50,-76.52
191.60,-78.58
191.70,-76.13
191.80,-75.23
191.90,-74.75
192.00,-73.53
192.10,-78.01
192.20,-79.32
192.30,-78.58
192.40,-78.16
192.50,-79.38
192.60,-80.23
192.70,-79.42
192.80,-78.33
192.90,-78.15
193.00,-78.54
193.10,-80.99
193.20,-82.06
193.30,-82.76
193.40,-83.25
193.50,-82.40
193.60,-80.99
193.70,-85.26
193.80,-86.35
193.90,-86.44
194.00,-83.34
194.10,-84.12
194.20,-82.27
194.30,-80.61
194.40,-81.03
194.50,-86.31
194.60,-85.00
194.70,-86.72
194.80,-84.41
194.90,-84.83
195.00,-79.90
195.10,-80.06
195.20,-84.84
195.30,-83.59
195.40,-82.90
195.50,-82.11
195.60,-80.17
195.70,-79.49
195.80,-77.91
195.90,-78.56
196.00,-81.07
196.10,-82.79
196.20,-80.77
196.30,-81.61
196.40,-82.37
196.50,-79.77
196.60,-78.89
196.70,-78.80
196.80,-76.98
196.90,-79.41
197.00,-79.91
197.10,-78.99
197.20,-76.96
197.30,-78.59
197.40,-78.84
197.50,-80.61
197.60,-79.11
197.70,-81.10
197.80,-80.62
197.90,-81.64
198.00,-78.95
198.10,-80.60
198.20,-79.21
198.30,-81.97
198.40,-80.83
198.50,-78.39
198.60,-78.34
198.70,-81.75
198.80,-83.49
198.90,-85.45
199.00,-81.02
199.10,-84.70
199.20,-85.62
199.30,-86.56
199.40,-83.82
199.50,-86.84
199.60,-84.30
199.70,-82.47
199.80,-83.02
199.90,-83.12
200.00,-82.87
200.10,-84.78
200.20,-84.74
200.30,-81.13
200.40,-83.11
200.50,-79.68
200.60,-83.67
200.70,-84.09
200.80,-82.22
200.90,-86.57
201.00,-85.29
201.10,-83.09
201.20,-79.53
201.30,-81.30
201.40,-77.87
201.50,-78.59
201.60,-80.86
201.70,-81.92
201.80,-82.53
201.90,-80.88
202.00,-82.25
202.10,-83.14
202.20,-82.62
202.30,-82.27
202.40,-81.76
202.50,-82.85
202.60,-80.17
202.70,-78.92
202.80,-79.67
202.90,-79.51
203.00,-80.31
203.10,-78.71
203.20,-79.07
203.30,-80.93
203.40,-76.15
203.50,-80.49
203.60,-82.05
203.70,-83.40
203.80,-82.81
203.90,-80.80
204.00,-80.05
204.10,-79.47
204.20,-79.53
204.30,-77.39
204.40,-82.80
204.50,-83.10
204.60,-82.65
204.70,-82.43
204.80,-83.64
204.90,-85.30
205.00,-85.55
205.10,-86.85
205.20,-84.95
205.30,-76.15
205.40,-77.70
205.50,-85.46
205.60,-80.57
205.70,-81.46
205.80,-81.06
205.90,-83.33
206.00,-84.05
206.10,-85.44
206.20,-84.31
206.30,-85.51
206.40,-85.44
206.50,-84.74
206.60,-83.15
206.70,-83.13
206.80,-84.25
206.90,-82.22
207.00,-78.21
207.10,-79.89
207.20,-79.35
207.30,-78.04
207.40,-77.61
207.50,-82.84
207.60,-82.80
207.70,-81.52
207.80,-80.47
207.90,-81.29
208.00,-80.14
208.10,-82.42
208.20,-81.43
208.30,-80.68
208.40,-82.48
208.50,-80.58
208.60,-81.52
208.70,-80.12
208.80,-80.33
208.90,-79.24
209.00,-80.63
209.10,-82.71
209.20,-83.36
209.30,-83.04
209.40,-80.81
209.50,-83.51
209.60,-82.89
209.70,-81.59
209.80,-80.74
209.90,-82.58
210.00,-83.92
210.10,-84.33
210.20,-84.06
210.30,-82.23
210.40,-78.83
210.50,-81.19
210.60,-83.83
210.70,-85.81
210.80,-86.43
210.90,-84.99
211.00,-84.12
211.10,-86.50
211.20,-85.63
211.30,-84.24
211.40,-81.86
211.50,-86.16
211.60,-87.16
211.70,-85.51
211.80,-84.47
211.90,-83.29
212.00,-82.76
212.10,-85.70
212.20,-85.62
212.30,-83.21
212.40,-82.87
212.50,-84.32
212.60,-84.12
212.70,-82.66
212.80,-83.62
212.90,-83.44
213.00,-85.08
213.10,-83.64
213.20,-83.27
213.30,-84.06
213.40,-84.11
213.50,-81.20
213.60,-83.63
213.70,-85.03
213.80,-82.97
213.90,-83.32
214.00,-86.93
214.10,-85.20
214.20,-83.95
214.30,-85.00
214.40,-85.33
214.50,-84.35
214.60,-84.68
214.70,-82.75
214.80,-80.17
214.90,-85.81
215.00,-82.27
215.10,-85.03
215.20,-83.85
215.30,-84.34
215.40,-83.97
215.50,-84.82
215.60,-85.36
215.70,-85.31
215.80,-85.57
215.90,-83.09
216.00,-80.19
216.00,-79.78
216.01,-78.94
216.02,-81.11
216.03,-82.30
216.03,-80.37
216.04,-83.61
216.05,-82.62
216.06,-85.72
216.07,-85.99
216.08,-86.49
216.09,-86.13
216.10,-84.22
216.10,-86.99
216.11,-88.26
216.12,-85.50
216.13,-84.91
216.14,-87.49
216.15,-86.15
216.16,-87.47
216.17,-86.27
216.17,-86.57
216.18,-86.76
216.19,-88.70
216.20,-87.10
216.21,-84.77
216.22,-87.18
216.23,-87.41
216.23,-85.64
216.24,-84.27
216.25,-85.78
216.26,-85.58
216.27,-86.17
216.28,-85.96
216.29,-86.34
216.30,-87.43
216.30,-87.07
216.31,-84.49
216.32,-85.65
216.33,-88.32
216.34,-85.71
216.35,-89.25
216.36,-87.15
216.37,-85.76
216.37,-86.43
216.38,-85.91
216.39,-86.06
216.40,-87.06
216.41,-83.69
216.42,-87.09
216.43,-84.69
216.43,-85.92
216.44,-88.16
216.45,-85.76
216.46,-85.15
216.47,-86.52
216.48,-84.89
216.49,-82.70
216.50,-86.90
216.50,-86.95
216.51,-83.99
216.52,-84.77
216.53,-84.23
216.54,-82.66
216.55,-83.40
216.56,-82.85
216.57,-82.66
216.57,-81.18
216.58,-82.10
216.59,-83.81
216.60,-83.36
216.61,-82.70
216.62,-81.85
216.63,-82.07
216.63,-83.37
216.64,-83.20
216.65,-83.85
216.66,-85.01
216.67,-84.91
216.68,-86.27
216.69,-85.04
216.70,-86.72
216.70,-85.75
216.71,-86.50
216.72,-86.10
216.73,-86.77
216.74,-86.31
216.75,-84.17
216.76,-86.43
216.77,-83.11
216.77,-86.31
216.78,-86.91
216.79,-84.95
216.80,-85.45
216.81,-85.91
216.82,-87.25
216.83,-86.68
216.83,-87.09
216.84,-85.63
216.85,-85.83
216.86,-86.75
216.87,-85.32
216.88,-88.28
216.89,-86.59
216.90,-84.33
216.90,-86.20
216.91,-86.40
216.92,-84.19
216.93,-84.99
216.94,-86.11
216.95,-85.45
216.96,-83.24
216.97,-85.85
216.97,-84.62
216.98,-87.47
216.99,-88.41
217.00,-86.12
217.01,-88.00
217.02,-86.37
217.03,-87.28
217.03,-89.36
217.04,-84.20
217.05,-86.58
217.06,-87.99
217.07,-86.33
217.08,-88.06
217.09,-86.38
217.10,-86.26
217.10,-84.19
217.11,-88.33
217.12,-86.66
217.13,-84.50
217.14,-84.38
217.15,-84.81
217.16,-86.08
217.17,-86.13
217.17,-86.32
217.18,-88.30
217.19,-86.49
217.20,-89.00
217.21,-83.75
217.22,-88.59
217.23,-86.13
217.23,-85.39
217.24,-85.69
217.25,-85.44
217.26,-87.04
217.27,-85.49
217.28,-87.26
217.29,-87.20
217.30,-88.20
217.30,-89.03
217.31,-87.51
217.32,-85.77
217.33,-88.65
217.34,-88.18
217.35,-85.56
217.36,-86.88
217.37,-86.47
217.37,-85.30
217.38,-85.04
217.39,-84.47
217.40,-86.08
217.41,-85.58
217.42,-86.40
217.43,-86.84
217.43,-84.18
217.44,-86.36
217.45,-88.10
