Frequency (MHz),Level (dBm),Band Name
52.17,-103.70,Low VHF+FM
52.17,-104.28,Low VHF+FM
52.18,-105.05,Low VHF+FM
52.19,-103.25,Low VHF+FM
52.20,-103.78,Low VHF+FM
52.21,-101.01,Low VHF+FM
52.22,-102.67,Low VHF+FM
52.23,-103.46,Low VHF+FM
52.23,-105.07,Low VHF+FM
52.24,-104.52,Low VHF+FM
52.25,-103.04,Low VHF+FM
52.26,-104.08,Low VHF+FM
52.27,-105.82,Low VHF+FM
52.28,-106.08,Low VHF+FM
52.29,-106.64,Low VHF+FM
52.30,-104.30,Low VHF+FM
52.30,-103.25,Low VHF+FM
52.31,-103.53,Low VHF+FM
52.32,-103.92,Low VHF+FM
52.33,-105.35,Low VHF+FM
52.34,-107.00,Low VHF+FM
52.35,-103.44,Low VHF+FM
52.36,-103.37,Low VHF+FM
52.37,-103.22,Low VHF+FM
52.37,-105.49,Low VHF+FM
52.38,-103.77,Low VHF+FM
52.39,-101.60,Low VHF+FM
52.40,-102.26,Low VHF+FM
52.41,-104.25,Low VHF+FM
52.42,-102.78,Low VHF+FM
52.43,-105.28,Low VHF+FM
52.43,-103.05,Low VHF+FM
52.44,-102.87,Low VHF+FM
52.45,-105.08,Low VHF+FM
52.46,-105.41,Low VHF+FM
52.47,-105.33,Low VHF+FM
52.48,-104.72,Low VHF+FM
52.49,-105.96,Low VHF+FM
52.50,-103.63,Low VHF+FM
52.50,-103.55,Low VHF+FM
52.51,-102.71,Low VHF+FM
52.52,-103.04,Low VHF+FM
52.53,-104.68,Low VHF+FM
52.54,-104.51,Low VHF+FM
52.55,-102.91,Low VHF+FM
52.56,-104.18,Low VHF+FM
52.57,-103.73,Low VHF+FM
52.57,-101.16,Low VHF+FM
52.58,-102.46,Low VHF+FM
52.59,-103.31,Low VHF+FM
52.60,-100.12,Low VHF+FM
52.61,-101.81,Low VHF+FM
52.62,-100.20,Low VHF+FM
52.63,-103.78,Low VHF+FM
52.63,-102.55,Low VHF+FM
52.64,-102.20,Low VHF+FM
52.65,-103.69,Low VHF+FM
52.66,-100.87,Low VHF+FM
52.67,-103.20,Low VHF+FM
52.68,-100.82,Low VHF+FM
52.69,-99.77,Low VHF+FM
52.70,-98.96,Low VHF+FM
52.70,-98.04,Low VHF+FM
52.71,-99.33,Low VHF+FM
52.72,-100.18,Low VHF+FM
52.73,-102.91,Low VHF+FM
52.74,-103.36,Low VHF+FM
52.75,-102.95,Low VHF+FM
52.76,-101.28,Low VHF+FM
52.77,-101.31,Low VHF+FM
52.77,-100.60,Low VHF+FM
52.78,-99.38,Low VHF+FM
52.79,-98.54,Low VHF+FM
52.80,-98.11,Low VHF+FM
52.81,-100.11,Low VHF+FM
52.82,-99.80,Low VHF+FM
52.83,-102.50,Low VHF+FM
52.83,-104.11,Low VHF+FM
52.84,-101.39,Low VHF+FM
52.85,-101.00,Low VHF+FM
52.86,-98.90,Low VHF+FM
52.87,-100.71,Low VHF+FM
52.88,-100.13,Low VHF+FM
52.89,-101.70,Low VHF+FM
52.90,-103.93,Low VHF+FM
52.90,-102.46,Low VHF+FM
52.91,-101.81,Low VHF+FM
52.92,-100.56,Low VHF+FM
52.93,-104.74,Low VHF+FM
52.94,-104.80,Low VHF+FM
52.95,-102.37,Low VHF+FM
52.96,-103.44,Low VHF+FM
52.97,-101.70,Low VHF+FM
52.97,-101.68,Low VHF+FM
52.98,-103.10,Low VHF+FM
52.99,-101.55,Low VHF+FM
53.00,-102.12,Low VHF+FM
53.01,-102.48,Low VHF+FM
53.02,-103.20,Low VHF+FM
53.03,-101.83,Low VHF+FM
53.03,-100.80,Low VHF+FM
53.04,-102.11,Low VHF+FM
53.05,-102.11,Low VHF+FM
53.06,-103.36,Low VHF+FM
53.07,-103.95,Low VHF+FM
53.08,-102.10,Low VHF+FM
53.09,-104.03,Low VHF+FM
53.10,-100.98,Low VHF+FM
53.10,-103.25,Low VHF+FM
53.11,-103.81,Low VHF+FM
53.12,-103.11,Low VHF+FM
53.13,-100.46,Low VHF+FM
53.14,-101.61,Low VHF+FM
53.15,-103.23,Low VHF+FM
53.16,-102.09,Low VHF+FM
53.17,-101.38,Low VHF+FM
53.17,-100.97,Low VHF+FM
53.18,-100.93,Low VHF+FM
53.19,-101.43,Low VHF+FM
53.20,-101.43,Low VHF+FM
53.21,-102.88,Low VHF+FM
53.22,-101.06,Low VHF+FM
53.23,-104.46,Low VHF+FM
53.23,-103.40,Low VHF+FM
53.24,-102.03,Low VHF+FM
53.25,-102.96,Low VHF+FM
53.26,-100.98,Low VHF+FM
53.27,-98.53,Low VHF+FM
53.28,-100.75,Low VHF+FM
53.29,-101.40,Low VHF+FM
53.30,-102.65,Low VHF+FM
53.30,-103.40,Low VHF+FM
53.31,-102.49,Low VHF+FM
53.32,-102.16,Low VHF+FM
53.33,-103.95,Low VHF+FM
53.34,-104.19,Low VHF+FM
53.35,-101.83,Low VHF+FM
53.36,-102.75,Low VHF+FM
53.37,-102.35,Low VHF+FM
53.37,-101.96,Low VHF+FM
53.38,-104.00,Low VHF+FM
53.39,-103.06,Low VHF+FM
53.40,-103.55,Low VHF+FM
53.41,-102.30,Low VHF+FM
53.42,-103.50,Low VHF+FM
53.43,-100.18,Low VHF+FM
53.43,-99.91,Low VHF+FM
53.44,-102.54,Low VHF+FM
53.45,-102.97,Low VHF+FM
53.46,-102.39,Low VHF+FM
53.47,-101.88,Low VHF+FM
53.48,-99.02,Low VHF+FM
53.49,-101.24,Low VHF+FM
53.50,-103.65,Low VHF+FM
53.50,-102.12,Low VHF+FM
53.51,-101.65,Low VHF+FM
53.52,-102.91,Low VHF+FM
53.53,-102.46,Low VHF+FM
53.54,-103.07,Low VHF+FM
53.55,-101.66,Low VHF+FM
53.56,-102.55,Low VHF+FM
53.57,-102.58,Low VHF+FM
53.57,-99.99,Low VHF+FM
53.58,-102.13,Low VHF+FM
53.59,-99.83,Low VHF+FM
53.60,-102.02,Low VHF+FM
53.61,-101.14,Low VHF+FM
53.62,-102.15,Low VHF+FM
53.63,-102.34,Low VHF+FM
53.63,-101.49,Low VHF+FM
53.64,-101.75,Low VHF+FM
53.65,-103.79,Low VHF+FM
53.66,-103.40,Low VHF+FM
53.67,-101.95,Low VHF+FM
53.68,-101.82,Low VHF+FM
53.69,-102.81,Low VHF+FM
53.70,-102.00,Low VHF+FM
53.70,-103.01,Low VHF+FM
53.71,-101.58,Low VHF+FM
53.72,-101.29,Low VHF+FM
53.73,-101.69,Low VHF+FM
53.74,-100.92,Low VHF+FM
53.75,-100.49,Low VHF+FM
53.76,-98.83,Low VHF+FM
53.77,-97.83,Low VHF+FM
53.77,-99.41,Low VHF+FM
53.78,-99.63,Low VHF+FM
53.79,-103.18,Low VHF+FM
53.80,-103.14,Low VHF+FM
53.81,-101.79,Low VHF+FM
53.82,-102.42,Low VHF+FM
53.83,-103.16,Low VHF+FM
53.83,-102.94,Low VHF+FM
53.84,-100.91,Low VHF+FM
53.85,-101.24,Low VHF+FM
53.86,-102.18,Low VHF+FM
53.87,-102.19,Low VHF+FM
53.88,-101.89,Low VHF+FM
53.89,-102.35,Low VHF+FM
53.90,-101.36,Low VHF+FM
53.90,-102.78,Low VHF+FM
53.91,-101.89,Low VHF+FM
53.92,-101.89,Low VHF+FM
53.93,-103.36,Low VHF+FM
53.94,-101.48,Low VHF+FM
53.95,-101.85,Low VHF+FM
53.96,-101.38,Low VHF+FM
53.97,-101.49,Low VHF+FM
53.97,-103.96,Low VHF+FM
53.98,-103.58,Low VHF+FM
53.99,-101.66,Low VHF+FM
54.00,-104.79,Low VHF+FM
54.00,-102.93,Low VHF+FM
54.01,-100.61,Low VHF+FM
54.02,-101.95,Low VHF+FM
54.03,-102.00,Low VHF+FM
54.03,-100.13,Low VHF+FM
54.04,-101.73,Low VHF+FM
54.05,-104.45,Low VHF+FM
54.06,-103.48,Low VHF+FM
54.07,-104.38,Low VHF+FM
54.08,-101.94,Low VHF+FM
54.09,-103.89,Low VHF+FM
54.10,-102.22,Low VHF+FM
54.10,-101.84,Low VHF+FM
54.11,-100.69,Low VHF+FM
54.12,-103.75,Low VHF+FM
54.13,-101.62,Low VHF+FM
54.14,-101.94,Low VHF+FM
54.15,-101.32,Low VHF+FM
54.16,-100.46,Low VHF+FM
54.17,-100.88,Low VHF+FM
54.17,-104.37,Low VHF+FM
54.18,-103.12,Low VHF+FM
54.19,-103.61,Low VHF+FM
54.20,-100.49,Low VHF+FM
54.21,-101.99,Low VHF+FM
54.22,-103.54,Low VHF+FM
54.23,-101.10,Low VHF+FM
54.23,-101.27,Low VHF+FM
54.24,-100.89,Low VHF+FM
54.25,-105.02,Low VHF+FM
54.26,-101.18,Low VHF+FM
54.27,-102.45,Low VHF+FM
54.28,-100.43,Low VHF+FM
54.29,-100.88,Low VHF+FM
54.30,-101.54,Low VHF+FM
54.30,-103.66,Low VHF+FM
54.31,-102.27,Low VHF+FM
54.32,-100.42,Low VHF+FM
54.33,-103.38,Low VHF+FM
54.34,-101.77,Low VHF+FM
54.35,-104.71,Low VHF+FM
54.36,-103.86,Low VHF+FM
54.37,-102.47,Low VHF+FM
54.37,-103.50,Low VHF+FM
54.38,-103.91,Low VHF+FM
54.39,-103.16,Low VHF+FM
54.40,-103.54,Low VHF+FM
54.41,-104.24,Low VHF+FM
54.42,-100.22,Low VHF+FM
54.43,-100.99,Low VHF+FM
54.43,-104.70,Low VHF+FM
54.44,-101.98,Low VHF+FM
54.45,-103.48,Low VHF+FM
54.46,-103.48,Low VHF+FM
54.47,-104.47,Low VHF+FM
54.48,-103.90,Low VHF+FM
54.49,-102.09,Low VHF+FM
54.50,-104.37,Low VHF+FM
54.50,-102.61,Low VHF+FM
54.51,-104.70,Low VHF+FM
54.52,-105.51,Low VHF+FM
54.53,-100.78,Low VHF+FM
54.54,-103.96,Low VHF+FM
54.55,-102.74,Low VHF+FM
54.56,-104.80,Low VHF+FM
54.57,-102.20,Low VHF+FM
54.57,-101.97,Low VHF+FM
54.58,-104.32,Low VHF+FM
54.59,-102.24,Low VHF+FM
54.60,-102.24,Low VHF+FM
54.61,-103.71,Low VHF+FM
54.62,-106.15,Low VHF+FM
54.63,-102.69,Low VHF+FM
54.63,-104.56,Low VHF+FM
54.64,-104.87,Low VHF+FM
54.65,-103.14,Low VHF+FM
54.66,-102.70,Low VHF+FM
54.67,-105.29,Low VHF+FM
54.68,-103.99,Low VHF+FM
54.69,-103.58,Low VHF+FM
54.70,-104.30,Low VHF+FM
54.70,-101.16,Low VHF+FM
54.71,-104.20,Low VHF+FM
54.72,-104.39,Low VHF+FM
54.73,-105.41,Low VHF+FM
54.74,-102.61,Low VHF+FM
54.75,-104.22,Low VHF+FM
54.76,-106.55,Low VHF+FM
54.77,-103.56,Low VHF+FM
54.77,-104.24,Low VHF+FM
54.78,-103.99,Low VHF+FM
54.79,-103.59,Low VHF+FM
54.80,-103.44,Low VHF+FM
54.81,-105.66,Low VHF+FM
54.82,-103.86,Low VHF+FM
54.83,-102.25,Low VHF+FM
54.83,-105.37,Low VHF+FM
54.84,-105.06,Low VHF+FM
54.85,-101.51,Low VHF+FM
54.86,-104.27,Low VHF+FM
54.87,-104.12,Low VHF+FM
54.88,-105.19,Low VHF+FM
54.89,-103.45,Low VHF+FM
54.90,-102.17,Low VHF+FM
54.90,-104.64,Low VHF+FM
54.91,-104.21,Low VHF+FM
54.92,-103.63,Low VHF+FM
54.93,-103.81,Low VHF+FM
54.94,-103.83,Low VHF+FM
54.95,-105.92,Low VHF+FM
54.96,-106.64,Low VHF+FM
54.97,-103.06,Low VHF+FM
54.97,-103.98,Low VHF+FM
54.98,-101.80,Low VHF+FM
54.99,-106.12,Low VHF+FM
55.00,-102.98,Low VHF+FM
55.01,-104.77,Low VHF+FM
55.02,-106.07,Low VHF+FM
55.03,-105.80,Low VHF+FM
55.03,-103.93,Low VHF+FM
55.04,-105.43,Low VHF+FM
55.05,-104.45,Low VHF+FM
55.06,-103.43,Low VHF+FM
55.07,-104.60,Low VHF+FM
55.08,-103.75,Low VHF+FM
55.09,-102.50,Low VHF+FM
55.10,-104.82,Low VHF+FM
55.10,-105.54,Low VHF+FM
55.11,-105.25,Low VHF+FM
55.12,-103.29,Low VHF+FM
55.13,-101.90,Low VHF+FM
55.14,-103.07,Low VHF+FM
55.15,-105.42,Low VHF+FM
55.16,-105.10,Low VHF+FM
55.17,-103.76,Low VHF+FM
55.17,-105.79,Low VHF+FM
55.18,-105.33,Low VHF+FM
55.19,-103.96,Low VHF+FM
55.20,-104.58,Low VHF+FM
55.21,-104.98,Low VHF+FM
55.22,-106.09,Low VHF+FM
55.23,-105.17,Low VHF+FM
55.23,-104.78,Low VHF+FM
55.24,-106.68,Low VHF+FM
55.25,-106.18,Low VHF+FM
55.26,-104.58,Low VHF+FM
55.27,-105.18,Low VHF+FM
55.28,-103.35,Low VHF+FM
55.29,-104.85,Low VHF+FM
55.30,-105.51,Low VHF+FM
55.30,-103.53,Low VHF+FM
55.31,-106.15,Low VHF+FM
55.32,-106.67,Low VHF+FM
55.33,-105.48,Low VHF+FM
55.34,-102.34,Low VHF+FM
55.35,-102.16,Low VHF+FM
55.36,-103.30,Low VHF+FM
55.37,-101.99,Low VHF+FM
55.37,-103.39,Low VHF+FM
55.38,-104.61,Low VHF+FM
55.39,-104.01,Low VHF+FM
55.40,-105.27,Low VHF+FM
55.41,-105.56,Low VHF+FM
55.42,-102.63,Low VHF+FM
55.43,-101.98,Low VHF+FM
55.43,-101.44,Low VHF+FM
55.44,-101.87,Low VHF+FM
55.45,-102.37,Low VHF+FM
55.46,-105.21,Low VHF+FM
55.47,-105.60,Low VHF+FM
55.48,-105.60,Low VHF+FM
55.49,-106.69,Low VHF+FM
55.50,-105.09,Low VHF+FM
55.50,-103.87,Low VHF+FM
55.51,-102.96,Low VHF+FM
55.52,-101.88,Low VHF+FM
55.53,-102.43,Low VHF+FM
55.54,-104.35,Low VHF+FM
55.55,-105.07,Low VHF+FM
55.56,-105.21,Low VHF+FM
55.57,-104.67,Low VHF+FM
55.57,-105.32,Low VHF+FM
55.58,-103.88,Low VHF+FM
55.59,-103.11,Low VHF+FM
55.60,-102.33,Low VHF+FM
55.61,-106.16,Low VHF+FM
55.62,-104.11,Low VHF+FM
55.63,-104.42,Low VHF+FM
55.63,-107.18,Low VHF+FM
55.64,-106.22,Low VHF+FM
55.65,-104.74,Low VHF+FM
55.66,-106.44,Low VHF+FM
55.67,-104.57,Low VHF+FM
55.68,-102.28,Low VHF+FM
55.69,-104.43,Low VHF+FM
55.70,-104.42,Low VHF+FM
55.70,-104.46,Low VHF+FM
55.71,-107.11,Low VHF+FM
55.72,-106.77,Low VHF+FM
55.73,-107.63,Low VHF+FM
55.74,-106.87,Low VHF+FM
55.75,-106.00,Low VHF+FM
55.76,-106.78,Low VHF+FM
55.77,-102.82,Low VHF+FM
55.77,-102.59,Low VHF+FM
55.78,-104.40,Low VHF+FM
55.79,-105.11,Low VHF+FM
55.80,-106.19,Low VHF+FM
55.81,-107.05,Low VHF+FM
55.82,-105.68,Low VHF+FM
55.83,-104.81,Low VHF+FM
55.83,-103.20,Low VHF+FM
55.84,-103.12,Low VHF+FM
55.85,-106.62,Low VHF+FM
55.86,-106.98,Low VHF+FM
55.87,-104.43,Low VHF+FM
55.88,-105.10,Low VHF+FM
55.89,-106.79,Low VHF+FM
55.90,-105.79,Low VHF+FM
55.90,-104.68,Low VHF+FM
55.91,-102.05,Low VHF+FM
55.92,-105.60,Low VHF+FM
55.93,-103.19,Low VHF+FM
55.94,-104.20,Low VHF+FM
55.95,-107.38,Low VHF+FM
55.96,-105.71,Low VHF+FM
55.97,-106.33,Low VHF+FM
55.97,-103.83,Low VHF+FM
55.98,-105.25,Low VHF+FM
55.99,-104.86,Low VHF+FM
56.00,-101.65,Low VHF+FM
56.01,-105.59,Low VHF+FM
56.02,-108.13,Low VHF+FM
56.03,-103.95,Low VHF+FM
56.03,-105.16,Low VHF+FM
56.04,-105.07,Low VHF+FM
56.05,-104.17,Low VHF+FM
56.06,-105.52,Low VHF+FM
56.07,-106.70,Low VHF+FM
56.08,-104.06,Low VHF+FM
56.09,-104.29,Low VHF+FM
56.10,-104.30,Low VHF+FM
56.10,-103.58,Low VHF+FM
56.11,-105.11,Low VHF+FM
56.12,-106.45,Low VHF+FM
56.13,-104.85,Low VHF+FM
56.14,-106.93,Low VHF+FM
56.15,-104.97,Low VHF+FM
56.16,-103.79,Low VHF+FM
56.17,-105.22,Low VHF+FM
56.17,-103.67,Low VHF+FM
56.18,-105.96,Low VHF+FM
56.19,-106.22,Low VHF+FM
56.20,-104.93,Low VHF+FM
56.21,-106.78,Low VHF+FM
56.22,-105.55,Low VHF+FM
56.23,-104.56,Low VHF+FM
56.23,-104.90,Low VHF+FM
56.24,-105.45,Low VHF+FM
56.25,-105.57,Low VHF+FM
56.26,-102.85,Low VHF+FM
56.27,-105.49,Low VHF+FM
56.28,-105.47,Low VHF+FM
56.29,-106.09,Low VHF+FM
56.30,-104.39,Low VHF+FM
56.30,-106.62,Low VHF+FM
56.31,-104.90,Low VHF+FM
56.32,-105.91,Low VHF+FM
56.33,-107.52,Low VHF+FM
56.34,-104.64,Low VHF+FM
56.35,-104.36,Low VHF+FM
56.36,-105.02,Low VHF+FM
56.37,-106.57,Low VHF+FM
56.37,-104.64,Low VHF+FM
56.38,-104.37,Low VHF+FM
56.39,-105.88,Low VHF+FM
56.40,-105.92,Low VHF+FM
56.41,-105.35,Low VHF+FM
56.42,-105.79,Low VHF+FM
56.43,-103.55,Low VHF+FM
56.43,-108.10,Low VHF+FM
56.44,-105.02,Low VHF+FM
56.45,-105.90,Low VHF+FM
56.46,-103.75,Low VHF+FM
56.47,-104.56,Low VHF+FM
56.48,-105.15,Low VHF+FM
56.49,-103.27,Low VHF+FM
56.50,-107.14,Low VHF+FM
56.50,-104.10,Low VHF+FM
56.51,-106.08,Low VHF+FM
56.52,-104.77,Low VHF+FM
56.53,-104.51,Low VHF+FM
56.54,-103.56,Low VHF+FM
56.55,-106.31,Low VHF+FM
56.56,-105.86,Low VHF+FM
56.57,-107.10,Low VHF+FM
56.57,-105.00,Low VHF+FM
56.58,-106.13,Low VHF+FM
56.59,-106.73,Low VHF+FM
56.60,-107.12,Low VHF+FM
56.61,-107.23,Low VHF+FM
56.62,-106.11,Low VHF+FM
56.63,-104.66,Low VHF+FM
56.63,-105.14,Low VHF+FM
56.64,-104.32,Low VHF+FM
56.65,-106.46,Low VHF+FM
56.66,-105.25,Low VHF+FM
56.67,-106.34,Low VHF+FM
56.68,-106.54,Low VHF+FM
56.69,-105.33,Low VHF+FM
56.70,-106.87,Low VHF+FM
56.70,-106.95,Low VHF+FM
56.71,-105.34,Low VHF+FM
56.72,-106.45,Low VHF+FM
