Frequency (MHz),Level (dBm),Band Name
54.93,-90.83,Low VHF+FM
54.96,-91.37,Low VHF+FM
54.98,-90.31,Low VHF+FM
55.00,-91.46,Low VHF+FM
55.02,-89.95,Low VHF+FM
55.04,-90.22,Low VHF+FM
55.07,-88.67,Low VHF+FM
55.09,-88.32,Low VHF+FM
55.11,-88.60,Low VHF+FM
55.13,-88.94,Low VHF+FM
55.15,-89.16,Low VHF+FM
55.17,-89.35,Low VHF+FM
55.20,-89.92,Low VHF+FM
55.22,-90.48,Low VHF+FM
55.24,-90.47,Low VHF+FM
55.26,-91.22,Low VHF+FM
55.28,-89.56,Low VHF+FM
55.30,-88.85,Low VHF+FM
55.33,-88.54,Low VHF+FM
55.35,-90.23,Low VHF+FM
55.37,-89.02,Low VHF+FM
55.39,-88.83,Low VHF+FM
55.41,-88.87,Low VHF+FM
55.43,-87.61,Low VHF+FM
55.46,-89.41,Low VHF+FM
55.48,-87.84,Low VHF+FM
55.50,-89.46,Low VHF+FM
55.52,-91.12,Low VHF+FM
55.54,-89.61,Low VHF+FM
55.57,-87.19,Low VHF+FM
55.59,-89.44,Low VHF+FM
55.61,-90.23,Low VHF+FM
55.63,-87.63,Low VHF+FM
55.65,-89.07,Low VHF+FM
55.67,-88.38,Low VHF+FM
55.70,-88.38,Low VHF+FM
55.72,-89.46,Low VHF+FM
55.74,-88.98,Low VHF+FM
55.76,-88.98,Low VHF+FM
55.78,-88.06,Low VHF+FM
55.80,-88.22,Low VHF+FM
55.83,-88.22,Low VHF+FM
55.85,-88.96,Low VHF+FM
55.87,-88.38,Low VHF+FM
55.89,-87.89,Low VHF+FM
55.91,-89.45,Low VHF+FM
55.93,-88.48,Low VHF+FM
55.96,-87.93,Low VHF+FM
55.98,-87.57,Low VHF+FM
56.00,-88.75,Low VHF+FM
56.02,-88.24,Low VHF+FM
56.04,-87.11,Low VHF+FM
56.07,-87.21,Low VHF+FM
56.09,-88.41,Low VHF+FM
56.11,-88.31,Low VHF+FM
56.13,-86.49,Low VHF+FM
56.15,-89.65,Low VHF+FM
56.17,-89.65,Low VHF+FM
56.20,-89.54,Low VHF+FM
56.22,-87.91,Low VHF+FM
56.24,-87.58,Low VHF+FM
56.26,-89.08,Low VHF+FM
56.28,-89.76,Low VHF+FM
56.30,-89.66,Low VHF+FM
56.33,-88.96,Low VHF+FM
56.35,-88.21,Low VHF+FM
56.37,-90.16,Low VHF+FM
56.39,-89.38,Low VHF+FM
56.41,-89.47,Low VHF+FM
56.43,-89.28,Low VHF+FM
56.46,-89.03,Low VHF+FM
56.48,-89.67,Low VHF+FM
56.50,-89.21,Low VHF+FM
56.52,-88.87,Low VHF+FM
56.54,-89.11,Low VHF+FM
56.57,-89.07,Low VHF+FM
56.59,-87.02,Low VHF+FM
56.61,-87.32,Low VHF+FM
56.63,-88.55,Low VHF+FM
56.65,-90.38,Low VHF+FM
56.67,-89.35,Low VHF+FM
56.70,-87.58,Low VHF+FM
56.72,-89.44,Low VHF+FM
56.74,-88.42,Low VHF+FM
56.76,-89.95,Low VHF+FM
56.78,-88.50,Low VHF+FM
56.80,-89.07,Low VHF+FM
56.83,-89.81,Low VHF+FM
56.85,-87.93,Low VHF+FM
56.87,-88.08,Low VHF+FM
56.89,-90.02,Low VHF+FM
56.91,-89.49,Low VHF+FM
56.93,-88.76,Low VHF+FM
56.96,-88.83,Low VHF+FM
56.98,-88.30,Low VHF+FM
57.00,-87.45,Low VHF+FM
57.02,-87.74,Low VHF+FM
57.04,-88.96,Low VHF+FM
57.07,-88.74,Low VHF+FM
57.09,-88.98,Low VHF+FM
57.11,-88.39,Low VHF+FM
57.13,-88.68,Low VHF+FM
57.15,-86.99,Low VHF+FM
57.17,-89.34,Low VHF+FM
57.20,-88.63,Low VHF+FM
57.22,-88.10,Low VHF+FM
57.24,-87.79,Low VHF+FM
57.26,-87.61,Low VHF+FM
57.28,-88.48,Low VHF+FM
57.30,-88.55,Low VHF+FM
57.33,-87.58,Low VHF+FM
57.35,-88.84,Low VHF+FM
57.37,-87.66,Low VHF+FM
57.39,-88.56,Low VHF+FM
57.41,-88.31,Low VHF+FM
57.43,-90.34,Low VHF+FM
57.46,-87.25,Low VHF+FM
57.48,-86.89,Low VHF+FM
57.50,-86.94,Low VHF+FM
57.52,-87.52,Low VHF+FM
57.54,-87.72,Low VHF+FM
57.57,-86.26,Low VHF+FM
57.59,-88.59,Low VHF+FM
57.61,-88.99,Low VHF+FM
57.63,-87.38,Low VHF+FM
57.65,-86.59,Low VHF+FM
57.67,-87.10,Low VHF+FM
57.70,-86.95,Low VHF+FM
57.72,-87.29,Low VHF+FM
57.74,-87.70,Low VHF+FM
57.76,-86.69,Low VHF+FM
57.78,-87.77,Low VHF+FM
57.80,-87.24,Low VHF+FM
57.83,-88.13,Low VHF+FM
57.85,-85.92,Low VHF+FM
57.87,-86.31,Low VHF+FM
57.89,-86.46,Low VHF+FM
57.91,-87.31,Low VHF+FM
57.93,-85.08,Low VHF+FM
57.96,-86.78,Low VHF+FM
57.98,-85.89,Low VHF+FM
58.00,-83.11,Low VHF+FM
58.02,-86.33,Low VHF+FM
58.04,-86.75,Low VHF+FM
58.07,-86.06,Low VHF+FM
58.09,-85.19,Low VHF+FM
58.11,-86.83,Low VHF+FM
58.13,-85.95,Low VHF+FM
58.15,-84.73,Low VHF+FM
58.17,-85.06,Low VHF+FM
58.20,-84.24,Low VHF+FM
58.22,-63.07,Low VHF+FM
58.24,-71.18,Low VHF+FM
58.26,-82.17,Low VHF+FM
58.28,-84.81,Low VHF+FM
58.30,-84.23,Low VHF+FM
58.33,-84.11,Low VHF+FM
58.35,-84.47,Low VHF+FM
58.37,-84.27,Low VHF+FM
58.39,-84.19,Low VHF+FM
58.41,-83.86,Low VHF+FM
58.43,-83.69,Low VHF+FM
58.46,-84.39,Low VHF+FM
58.48,-83.38,Low VHF+FM
58.50,-84.64,Low VHF+FM
58.52,-83.96,Low VHF+FM
58.54,-84.32,Low VHF+FM
58.57,-82.63,Low VHF+FM
58.59,-84.98,Low VHF+FM
58.61,-84.06,Low VHF+FM
58.63,-84.00,Low VHF+FM
58.65,-83.68,Low VHF+FM
58.67,-84.25,Low VHF+FM
58.70,-84.70,Low VHF+FM
58.72,-84.62,Low VHF+FM
58.74,-82.98,Low VHF+FM
58.76,-84.92,Low VHF+FM
58.78,-83.36,Low VHF+FM
58.80,-82.26,Low VHF+FM
58.83,-85.18,Low VHF+FM
58.85,-85.11,Low VHF+FM
58.87,-85.26,Low VHF+FM
58.89,-81.79,Low VHF+FM
58.91,-83.36,Low VHF+FM
58.93,-84.37,Low VHF+FM
58.96,-84.53,Low VHF+FM
58.98,-85.23,Low VHF+FM
59.00,-83.67,Low VHF+FM
59.02,-85.21,Low VHF+FM
59.04,-84.39,Low VHF+FM
59.07,-82.80,Low VHF+FM
59.09,-85.07,Low VHF+FM
59.11,-84.29,Low VHF+FM
59.13,-83.14,Low VHF+FM
59.15,-84.46,Low VHF+FM
59.17,-84.94,Low VHF+FM
59.20,-83.46,Low VHF+FM
59.22,-85.14,Low VHF+FM
59.24,-83.72,Low VHF+FM
59.26,-83.73,Low VHF+FM
59.28,-82.59,Low VHF+FM
59.30,-83.82,Low VHF+FM
59.33,-82.96,Low VHF+FM
59.35,-83.03,Low VHF+FM
59.37,-83.20,Low VHF+FM
59.39,-83.10,Low VHF+FM
59.41,-84.22,Low VHF+FM
59.43,-82.38,Low VHF+FM
59.46,-82.93,Low VHF+FM
59.48,-80.86,Low VHF+FM
59.50,-82.47,Low VHF+FM
59.52,-82.37,Low VHF+FM
59.54,-81.72,Low VHF+FM
59.57,-80.17,Low VHF+FM
59.59,-80.42,Low VHF+FM
59.61,-81.36,Low VHF+FM
59.63,-81.85,Low VHF+FM
59.65,-81.53,Low VHF+FM
59.67,-81.17,Low VHF+FM
59.70,-82.14,Low VHF+FM
59.72,-79.81,Low VHF+FM
59.74,-79.20,Low VHF+FM
59.76,-80.55,Low VHF+FM
59.78,-79.35,Low VHF+FM
59.80,-80.35,Low VHF+FM
59.83,-79.92,Low VHF+FM
59.85,-80.74,Low VHF+FM
59.87,-79.46,Low VHF+FM
59.89,-81.12,Low VHF+FM
59.91,-81.70,Low VHF+FM
59.93,-80.01,Low VHF+FM
59.96,-79.87,Low VHF+FM
59.98,-78.33,Low VHF+FM
60.00,-79.01,Low VHF+FM
60.00,-95.99,Low VHF+FM
60.02,-96.55,Low VHF+FM
60.04,-96.57,Low VHF+FM
60.07,-97.57,Low VHF+FM
60.09,-97.51,Low VHF+FM
60.11,-102.88,Low VHF+FM
60.13,-98.09,Low VHF+FM
60.15,-94.57,Low VHF+FM
60.17,-92.52,Low VHF+FM
60.20,-95.48,Low VHF+FM
60.22,-97.95,Low VHF+FM
60.24,-96.88,Low VHF+FM
60.26,-99.64,Low VHF+FM
60.28,-99.62,Low VHF+FM
60.30,-99.13,Low VHF+FM
60.33,-97.55,Low VHF+FM
60.35,-100.87,Low VHF+FM
60.37,-98.89,Low VHF+FM
60.39,-99.04,Low VHF+FM
60.41,-100.71,Low VHF+FM
60.43,-103.19,Low VHF+FM
60.46,-102.87,Low VHF+FM
60.48,-96.18,Low VHF+FM
60.50,-105.34,Low VHF+FM
60.52,-101.12,Low VHF+FM
60.54,-103.35,Low VHF+FM
60.57,-98.85,Low VHF+FM
60.59,-101.73,Low VHF+FM
60.61,-106.33,Low VHF+FM
60.63,-99.38,Low VHF+FM
60.65,-106.05,Low VHF+FM
60.67,-103.73,Low VHF+FM
60.70,-105.76,Low VHF+FM
60.72,-101.10,Low VHF+FM
60.74,-104.20,Low VHF+FM
60.76,-104.91,Low VHF+FM
60.78,-100.55,Low VHF+FM
60.80,-101.17,Low VHF+FM
60.83,-102.21,Low VHF+FM
60.85,-99.94,Low VHF+FM
60.87,-98.26,Low VHF+FM
60.89,-97.39,Low VHF+FM
60.91,-93.65,Low VHF+FM
60.93,-94.99,Low VHF+FM
60.96,-98.30,Low VHF+FM
60.98,-93.30,Low VHF+FM
61.00,-94.50,Low VHF+FM
61.02,-96.93,Low VHF+FM
61.04,-94.65,Low VHF+FM
61.07,-94.16,Low VHF+FM
61.09,-98.55,Low VHF+FM
61.11,-93.88,Low VHF+FM
61.13,-98.27,Low VHF+FM
61.15,-96.13,Low VHF+FM
61.17,-97.87,Low VHF+FM
61.20,-100.78,Low VHF+FM
61.22,-101.98,Low VHF+FM
61.24,-100.23,Low VHF+FM
61.26,-101.50,Low VHF+FM
61.28,-98.52,Low VHF+FM
61.30,-97.84,Low VHF+FM
61.33,-99.00,Low VHF+FM
61.35,-102.29,Low VHF+FM
61.37,-95.45,Low VHF+FM
61.39,-96.42,Low VHF+FM
61.41,-100.38,Low VHF+FM
61.43,-100.48,Low VHF+FM
61.46,-97.34,Low VHF+FM
61.48,-98.13,Low VHF+FM
61.50,-97.98,Low VHF+FM
61.52,-99.80,Low VHF+FM
61.54,-99.34,Low VHF+FM
61.57,-98.33,Low VHF+FM
61.59,-96.51,Low VHF+FM
61.61,-99.06,Low VHF+FM
61.63,-100.82,Low VHF+FM
61.65,-100.65,Low VHF+FM
61.67,-98.39,Low VHF+FM
61.70,-101.88,Low VHF+FM
61.72,-100.08,Low VHF+FM
61.74,-95.41,Low VHF+FM
61.76,-98.79,Low VHF+FM
61.78,-99.54,Low VHF+FM
61.80,-99.63,Low VHF+FM
61.83,-101.99,Low VHF+FM
61.85,-94.75,Low VHF+FM
61.87,-98.27,Low VHF+FM
61.89,-98.49,Low VHF+FM
61.91,-96.84,Low VHF+FM
61.93,-97.50,Low VHF+FM
61.96,-97.80,Low VHF+FM
61.98,-94.20,Low VHF+FM
62.00,-101.14,Low VHF+FM
62.02,-96.19,Low VHF+FM
62.04,-97.71,Low VHF+FM
62.07,-107.76,Low VHF+FM
62.09,-100.87,Low VHF+FM
62.11,-99.85,Low VHF+FM
62.13,-96.35,Low VHF+FM
62.15,-95.01,Low VHF+FM
62.17,-101.24,Low VHF+FM
62.20,-91.31,Low VHF+FM
62.22,-92.53,Low VHF+FM
62.24,-92.14,Low VHF+FM
62.26,-94.06,Low VHF+FM
62.28,-93.09,Low VHF+FM
62.30,-92.50,Low VHF+FM
62.33,-93.26,Low VHF+FM
62.35,-93.24,Low VHF+FM
62.37,-91.42,Low VHF+FM
62.39,-90.80,Low VHF+FM
62.41,-92.25,Low VHF+FM
62.43,-90.56,Low VHF+FM
62.46,-92.87,Low VHF+FM
62.48,-92.91,Low VHF+FM
62.50,-92.10,Low VHF+FM
62.52,-97.27,Low VHF+FM
62.54,-94.42,Low VHF+FM
62.57,-95.15,Low VHF+FM
62.59,-105.59,Low VHF+FM
62.61,-99.75,Low VHF+FM
62.63,-95.67,Low VHF+FM
62.65,-98.89,Low VHF+FM
62.67,-92.57,Low VHF+FM
62.70,-94.58,Low VHF+FM
62.72,-93.27,Low VHF+FM
62.74,-104.09,Low VHF+FM
62.76,-95.30,Low VHF+FM
62.78,-97.88,Low VHF+FM
62.80,-93.44,Low VHF+FM
62.83,-96.44,Low VHF+FM
62.85,-95.34,Low VHF+FM
62.87,-93.94,Low VHF+FM
62.89,-95.79,Low VHF+FM
62.91,-97.33,Low VHF+FM
62.93,-95.60,Low VHF+FM
62.96,-96.06,Low VHF+FM
62.98,-97.38,Low VHF+FM
63.00,-96.29,Low VHF+FM
63.02,-96.84,Low VHF+FM
63.04,-100.11,Low VHF+FM
63.07,-96.37,Low VHF+FM
63.09,-92.99,Low VHF+FM
63.11,-98.55,Low VHF+FM
63.13,-92.90,Low VHF+FM
63.15,-95.07,Low VHF+FM
63.17,-92.72,Low VHF+FM
63.20,-99.05,Low VHF+FM
63.22,-94.82,Low VHF+FM
63.24,-98.99,Low VHF+FM
63.26,-95.26,Low VHF+FM
63.28,-92.78,Low VHF+FM
63.30,-91.12,Low VHF+FM
63.33,-96.01,Low VHF+FM
63.35,-96.95,Low VHF+FM
63.37,-104.04,Low VHF+FM
63.39,-100.06,Low VHF+FM
63.41,-99.26,Low VHF+FM
63.43,-94.52,Low VHF+FM
63.46,-93.50,Low VHF+FM
63.48,-99.42,Low VHF+FM
63.50,-93.01,Low VHF+FM
63.52,-91.17,Low VHF+FM
63.54,-93.40,Low VHF+FM
63.57,-90.18,Low VHF+FM
63.59,-95.89,Low VHF+FM
63.61,-92.08,Low VHF+FM
63.63,-91.14,Low VHF+FM
63.65,-92.89,Low VHF+FM
63.67,-93.49,Low VHF+FM
63.70,-91.71,Low VHF+FM
63.72,-92.27,Low VHF+FM
63.74,-94.75,Low VHF+FM
63.76,-92.75,Low VHF+FM
63.78,-95.17,Low VHF+FM
63.80,-94.62,Low VHF+FM
63.83,-96.17,Low VHF+FM
63.85,-96.10,Low VHF+FM
63.87,-95.27,Low VHF+FM
63.89,-97.16,Low VHF+FM
63.91,-94.39,Low VHF+FM
63.93,-95.19,Low VHF+FM
63.96,-92.13,Low VHF+FM
63.98,-91.69,Low VHF+FM
64.00,-92.75,Low VHF+FM
64.02,-94.26,Low VHF+FM
64.04,-98.12,Low VHF+FM
64.07,-96.89,Low VHF+FM
64.09,-93.56,Low VHF+FM
64.11,-95.05,Low VHF+FM
64.13,-97.71,Low VHF+FM
64.15,-95.97,Low VHF+FM
64.17,-95.92,Low VHF+FM
64.20,-100.23,Low VHF+FM
64.22,-97.45,Low VHF+FM
64.24,-102.40,Low VHF+FM
64.26,-94.68,Low VHF+FM
64.28,-104.10,Low VHF+FM
64.30,-101.82,Low VHF+FM
64.33,-100.39,Low VHF+FM
64.35,-95.11,Low VHF+FM
64.37,-97.95,Low VHF+FM
64.39,-94.07,Low VHF+FM
64.41,-95.90,Low VHF+FM
64.43,-94.64,Low VHF+FM
64.46,-97.70,Low VHF+FM
64.48,-94.78,Low VHF+FM
64.50,-89.72,Low VHF+FM
64.52,-98.49,Low VHF+FM
64.54,-98.18,Low VHF+FM
64.57,-99.32,Low VHF+FM
64.59,-95.50,Low VHF+FM
64.61,-95.51,Low VHF+FM
64.63,-92.85,Low VHF+FM
64.65,-104.57,Low VHF+FM
64.67,-100.75,Low VHF+FM
64.70,-101.54,Low VHF+FM
64.72,-98.63,Low VHF+FM
64.74,-97.23,Low VHF+FM
64.76,-98.63,Low VHF+FM
64.78,-96.10,Low VHF+FM
64.80,-95.99,Low VHF+FM
64.83,-96.62,Low VHF+FM
64.85,-93.69,Low VHF+FM
64.87,-94.41,Low VHF+FM
64.89,-96.35,Low VHF+FM
64.91,-96.75,Low VHF+FM
64.93,-97.13,Low VHF+FM
64.96,-96.93,Low VHF+FM
64.98,-95.06,Low VHF+FM
65.00,-93.95,Low VHF+FM
65.02,-95.52,Low VHF+FM
65.04,-98.81,Low VHF+FM
65.07,-97.38,Low VHF+FM
65.09,-99.76,Low VHF+FM
65.11,-93.62,Low VHF+FM
65.13,-104.69,Low VHF+FM
65.15,-94.77,Low VHF+FM
65.17,-105.95,Low VHF+FM
65.20,-105.92,Low VHF+FM
65.22,-97.91,Low VHF+FM
65.24,-97.62,Low VHF+FM
65.26,-93.53,Low VHF+FM
65.28,-93.95,Low VHF+FM
65.30,-98.27,Low VHF+FM
65.33,-98.92,Low VHF+FM
65.35,-98.69,Low VHF+FM
65.37,-99.74,Low VHF+FM
65.39,-101.00,Low VHF+FM
65.41,-97.18,Low VHF+FM
65.43,-99.18,Low VHF+FM
65.46,-93.96,Low VHF+FM
65.48,-100.20,Low VHF+FM
65.50,-103.40,Low VHF+FM
65.52,-97.77,Low VHF+FM
65.54,-97.79,Low VHF+FM
65.57,-100.21,Low VHF+FM
65.59,-97.87,Low VHF+FM
65.61,-99.41,Low VHF+FM
65.63,-99.26,Low VHF+FM
65.65,-97.97,Low VHF+FM
65.67,-99.54,Low VHF+FM
65.70,-100.20,Low VHF+FM
65.72,-97.50,Low VHF+FM
65.74,-101.73,Low VHF+FM
65.76,-96.97,Low VHF+FM
65.78,-98.30,Low VHF+FM
65.80,-100.24,Low VHF+FM
65.83,-96.58,Low VHF+FM
65.85,-98.61,Low VHF+FM
65.87,-97.19,Low VHF+FM
65.89,-101.23,Low VHF+FM
65.91,-96.00,Low VHF+FM
65.93,-94.99,Low VHF+FM
65.96,-96.30,Low VHF+FM
65.98,-98.97,Low VHF+FM
66.00,-101.39,Low VHF+FM
66.02,-103.15,Low VHF+FM
66.04,-98.64,Low VHF+FM
66.07,-104.97,Low VHF+FM
66.09,-98.65,Low VHF+FM
66.11,-96.60,Low VHF+FM
66.13,-98.40,Low VHF+FM
66.15,-96.93,Low VHF+FM
66.17,-96.30,Low VHF+FM
66.20,-92.99,Low VHF+FM
66.22,-96.15,Low VHF+FM
66.24,-95.56,Low VHF+FM
66.26,-99.55,Low VHF+FM
66.28,-95.50,Low VHF+FM
66.30,-95.42,Low VHF+FM
66.33,-99.76,Low VHF+FM
66.35,-98.54,Low VHF+FM
66.37,-101.78,Low VHF+FM
66.39,-97.96,Low VHF+FM
66.41,-99.91,Low VHF+FM
66.43,-107.22,Low VHF+FM
66.46,-100.27,Low VHF+FM
66.48,-98.54,Low VHF+FM
66.50,-95.42,Low VHF+FM
66.52,-103.78,Low VHF+FM
66.54,-102.01,Low VHF+FM
66.57,-97.11,Low VHF+FM
66.59,-93.44,Low VHF+FM
66.61,-96.21,Low VHF+FM
66.63,-106.66,Low VHF+FM
66.65,-98.75,Low VHF+FM
66.67,-102.12,Low VHF+FM
66.70,-94.20,Low VHF+FM
66.72,-99.06,Low VHF+FM
66.74,-101.12,Low VHF+FM
66.76,-99.19,Low VHF+FM
66.78,-94.72,Low VHF+FM
66.80,-100.18,Low VHF+FM
